type	latitude	longitude	altitude (m)	name	desc	kml_folder
T	37.167526663	-78.798662291	220.3			
T	37.458977579	-78.669543871	214.6			
T	37.558253503	-78.657393215	136.2			
T	37.730180855	-78.731398731	161.5			
T	37.699295256	-78.901295434	204.0			
T	37.657668679	-78.953848816	186.5			
T	37.568021544	-79.040730649	219.0			
T	37.558982699	-79.073526931	232.5			
T	37.590091580	-79.063405587	229.8			
T	37.601170552	-79.057220079	222.0			
T	37.655165178	-78.924379374	163.6			
T	37.595705663	-78.767009072	234.0			
T	37.557774033	-78.698584220	189.3			
T	37.543117485	-78.655153954	157.6			
T	37.549574981	-78.660504403	169.5			
T	37.673396206	-78.806910211	158.0			
T	37.769198309	-78.985485143	254.9			
T	37.776867504	-79.024710898	252.3			
T	37.754662687	-78.992285666	238.8			
T	37.655008722	-78.782898573	145.2			
T	37.638492392	-78.662282222	151.6			
T	37.666379448	-78.673799566	155.8			
T	37.909071426	-78.914690191	526.3			
T	38.075071627	-79.207816073	617.9			
T	37.973602280	-79.275177787	545.2			
T	37.946278355	-79.264297007	545.0			
T	37.657913630	-79.044649884	243.9			
T	37.625716836	-79.007079678	197.5			
T	37.594296653	-78.970222293	219.0			
T	37.563411717	-78.934058673	198.6			
T	37.537407428	-78.898357980	159.7			
T	37.513929281	-78.865113266	185.0			
T	37.452919248	-78.704043862	257.7			
T	37.547046935	-78.775400038	366.3			
T	37.683433182	-79.057361967	239.9			
T	37.690400414	-79.087218723	224.8			
T	37.697379157	-79.115059230	239.6			
T	37.701292587	-79.138622719	277.2			
T	37.702882220	-79.155736694	347.2			
T	37.704469847	-79.172855865	384.6			
T	37.634804911	-79.216551806	261.7			
T	37.619087732	-79.211601962	340.4			
T	37.601231179	-79.202438709	293.1			
T	37.499642662	-79.073132215	246.3			
T	37.499678593	-79.059059129	252.2			
T	37.501759786	-79.046991601	232.6			
T	37.503842175	-79.032893976	224.2			
T	37.510107323	-79.020751493	223.4			
T	37.518496817	-79.012578378	213.7			
T	37.526916032	-79.004362557	210.1			
T	37.539735029	-78.998063252	205.7			
T	37.552678345	-78.995801930	198.6			
T	37.754951021	-79.118177045	493.1			
T	37.778160953	-79.149152266	935.8			
T	37.802338065	-79.180583307	1064.4			
T	37.830887156	-79.215095816	694.6			
T	37.853788087	-79.249841343	419.3			
T	37.909091433	-79.443709917	508.6			
T	37.900903377	-79.451828901	454.1			
T	37.891071744	-79.455321020	482.0			
T	37.881418558	-79.458828394	473.8			
T	37.865904417	-79.457039769	416.5			
T	37.850637667	-79.453063982	391.1			
T	37.645942979	-79.301168769	467.2			
T	37.619377834	-79.265863030	291.9			
T	37.594471451	-79.231094064	247.2			
T	37.568268227	-79.196817775	613.5			
T	37.544267980	-79.159047220	254.2			
T	37.524916702	-79.123956719	236.8			
T	37.480391067	-78.885085740	151.2			
T	37.486603970	-78.872731693	208.7			
T	37.494952071	-78.864218614	212.2			
T	37.505468680	-78.859560307	179.5			
T	37.516044741	-78.858918971	161.9			
T	37.530957880	-78.860047926	187.2			
T	37.709382317	-79.018807793	204.4			
T	37.733109619	-79.053127474	346.6			
T	37.753175953	-79.087852488	437.1			
T	37.771602533	-79.125027520	758.4			
T	37.783260635	-79.153676663	944.4			
T	37.794465897	-79.184652335	1112.5			
T	37.807340100	-79.216135550	688.0			
T	37.777433677	-79.372446110	270.1			
T	37.731485647	-79.383271998	314.9			
T	37.532174182	-79.274436987	251.2			
T	37.427590588	-79.054957923	212.7			
T	37.446314646	-78.997637034	156.6			
T	37.630259122	-79.002829681	197.4			
T	37.662463764	-79.023495863	314.0			
T	37.854985112	-79.303655195	486.4			
T	37.814952731	-79.426833284	347.1			
T	37.553307012	-79.263607637	257.1			
T	37.403616664	-78.959376098	223.4			
T	37.403344387	-78.885257899	203.4			
T	37.407229585	-78.867466204	209.5			
T	37.596349328	-78.870646922	178.5			
T	37.846462801	-79.211391458	752.9			
T	37.898867211	-79.367913845	373.7			
T	37.844716090	-79.545918016	524.4			
T	37.640326299	-79.357262105	632.0			
T	37.603589288	-79.260670802	227.0			
T	37.641802630	-79.044683615	199.9			
T	37.837017608	-79.119785752	1019.2			
T	37.915800256	-79.219212805	539.3			
T	37.950829427	-79.515182467	732.2			
T	37.937062273	-79.538541623	684.3			
T	37.716048025	-79.645723519	500.5			
T	37.624542220	-79.567141661	406.5			
T	37.775213307	-79.400675058	287.7			
T	37.885568923	-79.362194781	410.5			
T	38.110953914	-79.471048131	755.3			
T	38.069354622	-79.692315339	561.0			
T	37.996145897	-79.721587482	499.6			
T	37.973769409	-79.726644070	579.5			
T	37.807371768	-79.681963678	406.3			
T	37.824293425	-79.494239148	443.6			
T	37.905205220	-79.434381078	387.7			
T	37.919983647	-79.433563767	347.4			
T	37.957831850	-79.691465520	420.6			
T	37.864409177	-79.820646278	398.9			
T	37.877035661	-79.721914017	460.7			
T	37.910664772	-79.662281046	571.3			
T	38.001933856	-79.554293402	504.5			
T	37.990714321	-79.671745002	405.0			
T	37.870194169	-79.777059406	427.3			
T	37.777532593	-79.671582731	802.0			
T	37.899365252	-79.519740643	838.1			
T	37.953477771	-79.612132610	544.2			
T	37.854451248	-79.760301630	409.5			
T	37.759632620	-79.756405528	346.4			
T	37.818334710	-79.619442891	563.9			
T	37.954544933	-79.577513402	682.1			
T	37.952378249	-79.701996491	376.5			
T	37.784351650	-79.765954948	314.8			
T	37.642031823	-79.688936646	843.4			
T	37.705558116	-79.500670253	348.7			
T	37.907240108	-79.386866632	409.4			
T	37.964625420	-79.510078430	490.8			
T	37.831146160	-79.627749355	862.7			
T	37.611569801	-79.563132343	321.1			
T	37.591033714	-79.541197793	393.5			
T	37.461916655	-79.239647239	231.5			
T	37.501726398	-79.000707846	259.8			
T	37.512155524	-78.992464936	275.1			
T	37.662442003	-79.116512945	196.2			
T	37.733846300	-79.379180838	305.8			
T	37.637257448	-79.375729304	517.4			
T	37.570671776	-79.297620492	277.2			
T	37.407697960	-78.970969856	221.1			
T	37.405561934	-78.951510887	223.2			
T	37.497174536	-78.932449794	149.9			
T	37.749373806	-79.261095214	540.2			
T	37.721041367	-79.349887579	276.1			
T	37.480769427	-79.090987215	231.1			
T	37.397090205	-78.776510389	210.7			
T	37.630189014	-78.937903538	195.1			
T	37.676480328	-79.036117450	266.0			
T	37.688071929	-79.065891473	233.3			
T	37.706643752	-79.247795000	477.1			
T	37.588576824	-79.170774155	302.0			
T	37.545970968	-79.083635089	245.0			
T	37.531161918	-79.048976802	259.0			
T	37.513659419	-78.796390232	182.3			
T	37.524190801	-78.779315421	191.8			
T	37.696754037	-78.796637926	188.9			
T	37.769987099	-79.064034068	327.4			
T	37.763062901	-79.090086768	529.2			
T	37.577068409	-79.209568544	350.5			
T	37.401784231	-79.041291377	205.3			
T	37.492671673	-78.814145912	210.9			
T	37.571639369	-78.791749962	196.9			
T	37.602641363	-78.791331847	160.6			
T	37.809500259	-79.068556074	893.9			
T	37.804868325	-79.101562505	669.9			
T	37.628706071	-79.351971421	480.3			
T	37.471382518	-79.387737040	425.4			
T	37.634930991	-79.239616016	280.1			
T	37.877549774	-79.206079489	527.3			
T	37.767458401	-79.362773292	364.9			
T	37.519570782	-79.491164388	951.1			
T	37.485675402	-79.486847393	413.7			
T	37.734561633	-79.333723228	494.3			
T	37.798396840	-79.314887226	336.2			
T	37.810444233	-79.311352299	315.0			
T	37.762720074	-79.366713131	340.3			
T	37.741034620	-79.377709039	309.5			
T	37.468878982	-79.482916567	354.3			
T	37.391542447	-79.511365177	234.9			
T	37.607309327	-79.404155109	198.3			
T	37.784854191	-79.377526445	348.8			
T	37.762953324	-79.395068696	330.0			
T	37.746047490	-79.402047530	329.6			
T	37.481789383	-79.490359756	410.3			
T	37.271320898	-79.543957566	306.2			
T	37.258774193	-79.547486176	311.7			
T	37.383774507	-79.475343918	226.9			
T	37.794882196	-79.396074677	311.3			
T	37.886242993	-79.409698574	399.8			
T	37.902284408	-79.415897534	337.4			
T	37.808953044	-79.509894043	413.5			
T	37.377889437	-79.549936321	296.7			
T	37.322860290	-79.546780579	314.1			
T	37.223362248	-79.493835427	272.9			
T	37.226828131	-79.483308844	255.3			
T	37.513161327	-79.313495374	199.2			
T	37.775604827	-79.330565167	402.9			
T	37.542968559	-79.411346852	296.9			
T	37.502511802	-79.419217237	282.5			
T	37.200532975	-79.448429886	241.4			
T	37.212454508	-79.407915381	281.7			
T	37.292891496	-79.370715356	259.9			
T	37.592771360	-79.307585636	311.2			
T	37.607787752	-79.308703811	323.0			
T	37.570608281	-79.344859798	288.0			
T	37.547367856	-79.350999725	241.0			
T	37.229966762	-79.397162682	247.0			
T	37.162654726	-79.383853198	232.9			
T	37.465722777	-79.279586568	254.7			
T	37.826982451	-79.354870367	462.1			
T	37.827207699	-79.397060544	334.6			
T	37.535252269	-79.511754499	902.3			
T	37.226892272	-79.531159596	266.5			
T	37.183688430	-79.527788960	199.7			
T	37.175164324	-79.526390081	205.8			
T	37.278534217	-79.459049757	214.1			
T	37.682359910	-79.446578381	276.5			
T	37.748470538	-79.484697403	334.8			
T	37.659539110	-79.597664615	494.8			
T	37.294764566	-79.638093903	276.8			
T	37.227024914	-79.632435816	287.2			
T	37.185418942	-79.584314467	249.2			
T	37.195729472	-79.573464845	222.2			
T	37.486721643	-79.475203865	385.0			
T	37.752814126	-79.530763250	398.2			
T	37.523287933	-79.597735499	391.5			
T	37.436633416	-79.600179822	906.8			
T	37.161638452	-79.538566245	259.4			
T	37.222820239	-79.363256229	200.6			
T	37.314612236	-79.293439158	257.0			
T	37.632495464	-79.205964565	301.2			
T	37.512808874	-79.252883984	253.5			
T	37.400451190	-79.269141821	243.2			
T	37.152348111	-79.266173289	195.3			
T	37.111036584	-79.201282105	155.1			
T	37.201169524	-79.136753622	200.8			
T	37.499528970	-79.077149953	259.1			
T	37.522711129	-79.081385425	275.8			
T	37.501974211	-79.171725667	206.9			
T	37.132422085	-79.259353498	155.0			
T	37.044471695	-79.235752108	229.4			
T	37.321401547	-79.081423612	262.0			
T	37.556917657	-79.061235157	225.0			
T	37.552362929	-79.075523246	222.7			
T	37.239636878	-79.169254374	247.0			
T	37.044311557	-79.159836492	199.8			
T	37.058278695	-79.134367877	196.9			
T	37.387931109	-78.969547955	234.4			
T	37.485181724	-79.055023597	234.9			
T	37.315889404	-79.115469334	224.1			
T	37.278952999	-79.124039939	255.6			
T	37.059887010	-79.150030211	203.0			
T	37.237702358	-79.025232363	218.3			
T	37.273470024	-79.009962328	203.5			
T	37.576634694	-78.968603664	183.5			
T	37.421813234	-79.076527398	149.9			
T	37.106053494	-79.141065553	186.7			
T	37.146807933	-79.056468132	211.6			
T	37.583141563	-78.912688250	277.5			
T	37.546201903	-79.002036333	212.5			
T	37.202805476	-79.094857952	211.4			
T	37.080138181	-79.073840259	148.0			
T	37.370120000	-78.894770594	216.0			
T	37.561207557	-78.895165522	192.8			
T	37.388134787	-78.994767847	244.8			
T	37.289846371	-79.026641878	226.1			
T	37.084863735	-79.061621517	160.8			
T	37.205820457	-78.956119468	175.8			
T	37.305857911	-78.905614554	222.8			
T	37.561136572	-78.847979231	186.1			
T	37.468003483	-78.909648513	175.3			
T	37.385860248	-78.940513494	221.3			
T	37.153245995	-79.004470451	175.8			
T	37.141578575	-79.004662297	160.5			
T	37.158079720	-78.959475206	133.4			
T	37.490583585	-78.816310787	207.2			
T	37.482477750	-78.894983019	141.1			
T	37.178602037	-79.014908802	188.9			
T	37.158350720	-79.020556059	182.2			
T	37.086224243	-79.016082419	190.4			
T	37.429120830	-78.854354125	215.3			
T	37.486639571	-78.896780177	183.1			
T	37.242909011	-78.999293908	200.6			
T	37.149895706	-79.002734130	162.5			
T	37.407257884	-78.873325080	178.5			
T	37.509719672	-78.915833179	164.1			
T	37.235983562	-79.045542332	228.4			
T	37.112235137	-79.052877384	196.4			
T	37.441243730	-78.863461361	211.1			
T	37.605249258	-78.870153138	183.3			
T	37.284275581	-78.994809083	217.3			
T	37.198865162	-78.947235642	140.5			
T	37.530583345	-78.784872527	228.8			
T	37.643480908	-78.811211669	126.1			
T	37.242703447	-78.964160266	197.4			
T	37.068686666	-78.983223535	164.8			
T	37.240280984	-78.838544370	209.2			
T	37.566237746	-78.761450951	412.5			
T	37.435196307	-78.865797517	215.9			
T	37.102203924	-78.982404279	195.2			
T	37.052907632	-78.945509953	167.7			
T	37.137767485	-78.879819557	191.9			
T	37.434847934	-78.771171341	231.0			
T	37.476040287	-78.831384106	183.5			
T	37.409232004	-78.871256187	201.3			
T	37.111889445	-78.969790724	180.3			
T	37.076452051	-78.920159972	186.2			
T	37.129459098	-78.869639751	216.5			
T	37.446792848	-78.700763271	229.2			
T	37.457087470	-78.739360594	276.8			
T	37.346731376	-78.786758510	220.3			
T	37.132545337	-78.832028230	199.7			
T	37.117777718	-78.829612169	203.9			
T	37.088445764	-78.724748275	139.2			
T	37.218200547	-78.533097513	150.8			
T	37.291857916	-78.476521812	106.2			
T	37.487871845	-78.595666130	165.6			
T	37.511004813	-78.622697154	152.8			
T	37.659619990	-78.856561818	162.8			
T	37.655151572	-78.915936702	188.7			
T	37.469384061	-78.720171092	296.9			
T	37.365513927	-78.547516265	166.3			
T	37.375170583	-78.540101948	167.1			
T	37.625078807	-78.703662571	188.4			
T	37.838032855	-78.912920723	599.4			
T	37.569206536	-78.590063072	139.3			
T	37.424367627	-78.445030758	116.0			
T	37.444519824	-78.464953009	136.5			
T	37.713365197	-78.797518810	285.3			
T	37.813420854	-78.984634630	275.9			
T	37.788704317	-78.963158017	292.0			
T	37.771156337	-78.946143554	267.0			
T	37.475410908	-78.609483728	165.6			
T	37.390694577	-78.508248458	176.2			
T	37.416464487	-78.533201976	177.7			
T	37.696798989	-78.826578053	229.1			
T	37.791682215	-78.925792392	483.9			
T	37.762468441	-78.894178448	243.2			
T	37.506744598	-78.605076448	141.9			
T	37.408469686	-78.514918318	148.5			
T	37.440603908	-78.552945428	138.4			
T	37.708647399	-78.903025955	217.6			
T	37.847648819	-79.122235351	786.5			
T	37.832943540	-79.115222942	1090.5			
T	37.585057391	-78.815467845	150.5			
T	37.418560723	-78.633186655	167.2			
T	37.612166544	-78.996851092	194.6			
T	37.741147503	-79.410187369	419.4			
T	37.740777994	-79.451198227	373.0			
T	37.617113318	-79.259461341	286.8			
T	37.348480077	-78.692561769	174.3			
T	37.310570678	-78.596472791	191.8			
T	37.303097155	-78.574870828	183.7			
T	37.381124431	-78.599365935	139.0			
T	37.406652721	-78.630872532	155.9			
T	37.625803380	-79.147144596	382.0			
T	37.636999583	-79.206173237	289.7			
T	37.660579579	-79.560031699	414.9			
T	37.526137151	-79.365265364	212.4			
T	37.270741313	-78.770901758	196.4			
T	37.220229958	-78.619326127	168.8			
T	37.366537574	-78.964338648	248.2			
T	37.421037335	-79.456916225	270.2			
T	37.349208932	-79.478271414	255.8			
T	37.289272231	-79.385359519	239.3			
T	37.269144203	-79.347667313	224.5			
T	37.070291004	-78.995379895	167.7			
T	37.070251345	-78.976216058	169.2			
T	37.112244321	-79.054645285	205.2			
T	37.280321570	-79.448052063	196.6			
T	37.287720932	-79.542918242	292.1			
T	37.255146106	-79.489301634	230.1			
T	37.080319089	-79.112296683	141.5			
T	37.006818265	-78.945558412	152.2			
T	37.023582118	-78.963762820	168.0			
T	37.187904855	-79.286962748	226.4			
T	37.313115469	-79.647318169	363.1			
T	37.310119282	-79.675369558	285.8			
T	37.178447323	-79.496134272	198.1			
T	37.156309631	-79.456792566	229.9			
T	36.965528108	-79.079656667	212.0			
T	36.977112899	-79.030936301	171.8			
T	37.177853741	-79.376556816	277.0			
T	37.253827249	-79.710275192	329.3			
T	37.111917295	-79.556678593	296.5			
T	37.054286310	-79.445936256	185.5			
T	37.033986647	-79.406946536	247.5			
T	36.933979389	-79.173805812	149.8			
T	36.932517521	-79.165457414	147.2			
T	37.000069153	-79.226021171	217.1			
T	37.106894500	-79.495735443	241.0			
T	37.087703144	-79.568150932	260.5			
T	36.945751555	-79.325768955	238.2			
T	36.912689786	-79.187641773	152.8			
T	36.939810331	-79.208943622	160.1			
T	36.949940796	-79.222865301	183.9			
T	37.065316021	-79.487487655	213.7			
T	37.104207299	-79.716057956	295.1			
T	37.100924984	-79.708209267	320.0			
T	37.012461280	-79.399043281	273.5			
T	36.899289786	-79.011900203	171.5			
T	36.890788060	-78.964719479	162.5			
T	36.960808387	-79.009298260	150.2			
T	36.978622435	-79.035979949	152.9			
T	37.124539360	-79.402567377	164.3			
T	37.134840678	-79.514405802	227.0			
T	36.997080549	-79.193624288	181.7			
T	36.903139552	-78.908576334	170.6			
T	36.984373507	-78.990349858	136.6			
T	37.034715416	-79.085522234	147.7			
T	37.050403625	-79.122029766	152.4			
T	37.147796601	-79.426924309	243.3			
T	37.114767940	-79.411987701	240.1			
T	37.075978946	-79.328546913	228.4			
T	37.061671147	-79.294151597	231.4			
T	36.940208937	-78.924862905	121.3			
T	36.934346492	-78.901918260	150.0			
T	36.961652200	-78.818240257	110.4			
T	37.138664491	-79.109976585	218.5			
T	37.177782367	-79.360266584	237.8			
T	37.098229552	-79.251608976	196.6			
T	37.022053424	-78.963811446	157.4			
T	37.037109727	-78.873768407	120.9			
T	37.100857463	-79.047590931	176.3			
T	37.120674030	-79.139750206	192.5			
T	37.071861627	-78.990118875	176.8			
T	37.012044681	-78.731866602	128.2			
T	37.010453349	-78.713253579	137.3			
T	37.077792753	-78.876413140	135.0			
T	37.132274969	-79.209509589	193.0			
T	37.127453049	-79.250108729	159.8			
T	37.072592822	-79.194044014	220.1			
T	37.018609442	-78.856127997	114.3			
T	37.026056080	-78.802383413	142.5			
T	37.032116929	-78.777741661	116.1			
T	37.178922443	-78.678031203	185.3			
T	37.395376781	-78.868174194	226.6			
T	37.403513844	-78.934022302	216.5			
T	37.225407425	-79.043726585	242.5			
T	37.040393446	-78.916671126	115.7			
T	37.033936174	-78.858486825	159.4			
T	37.185633828	-78.640793300	190.8			
T	37.379379297	-78.747086918	215.0			
T	37.379538859	-78.830394207	249.6			
T	37.246599458	-79.041816607	219.9			
T	37.054525447	-78.973174154	137.9			
T	37.024933481	-78.901987887	114.0			
T	37.017142617	-78.868204798	133.1			
T	37.048213457	-78.582099112	131.8			
T	37.228755313	-78.534927809	131.5			
T	37.301266921	-78.594098407	185.1			
T	37.431353040	-78.919182269	200.7			
T	37.367121532	-79.095363467	218.5			
T	37.336553177	-79.093019707	217.6			
T	37.267545044	-78.924259182	205.4			
T	37.381280505	-78.727500919	209.7			
T	37.400864690	-78.727386029	217.7			
T	37.360697121	-78.949118346	219.3			
T	37.227176949	-79.115440342	271.0			
T	37.195969643	-79.120229621	233.3			
T	37.187403255	-79.118215983	206.1			
T	37.158087824	-78.961271717	140.7			
T	37.262896110	-78.657881735	219.5			
T	37.297601267	-78.626799654	195.5			
T	37.401079701	-78.789811455	228.6			
T	37.377016089	-79.223058312	221.0			
T	37.342688892	-79.289942389	270.3			
T	37.187901300	-79.285148250	219.6			
T	37.108590777	-78.945157191	128.1			
T	37.117745377	-78.808326846	171.3			
T	37.209999590	-78.694186400	197.3			
T	37.394219563	-79.010208539	227.2			
T	37.422302202	-79.200103069	224.4			
T	37.401286638	-79.503060142	271.8			
T	37.317179750	-79.462420886	236.8			
T	37.289266978	-79.383480423	254.7			
T	37.280712654	-79.047319040	253.6			
T	37.413467674	-78.945384017	214.8			
T	37.468640020	-78.981317363	149.7			
T	37.579662180	-79.306570283	303.9			
T	37.428437665	-79.520631988	296.2			
T	37.368431803	-79.521464381	257.4			
T	37.349307604	-79.518542476	280.4			
T	37.207036510	-79.354263172	258.2			
T	37.201747981	-79.330007857	209.7			
T	37.264404119	-79.082725529	262.8			
T	37.450170085	-79.098526996	238.0			
T	37.516120815	-79.436751213	420.6			
T	37.358717211	-79.552620842	259.2			
T	37.200164469	-79.373599151	255.2			
T	37.253651686	-79.097456260	260.1			
T	37.424196170	-79.145246022	192.6			
T	37.489368777	-79.465658594	360.0			
T	37.352399406	-79.601285391	312.8			
T	37.244314958	-79.443277324	227.4			
T	37.344220087	-79.184895567	268.7			
T	37.536319446	-79.254381098	234.2			
T	37.542590229	-79.576602815	413.6			
T	37.333065199	-79.704421548	316.7			
T	37.214754160	-79.564031456	264.4			
T	37.316764028	-79.344804181	272.1			
T	37.536949061	-79.410740195	295.6			
T	37.592133418	-79.727988850	261.9			
T	37.403999505	-79.890313851	393.1			
T	37.250425339	-79.763452052	273.1			
T	37.311579028	-79.454088263	251.4			
T	37.551293986	-79.361523545	249.1			
T	37.667519383	-79.571683849	425.2			
T	37.456014016	-79.799037353	374.7			
T	37.252049297	-79.711742294	319.3			
T	37.235522384	-79.456885751	251.0			
T	37.452653661	-79.336193795	407.1			
T	37.618431405	-79.543366734	260.2			
T	37.458009810	-79.767690940	331.3			
T	37.239703645	-79.733095091	281.9			
T	37.221638284	-79.517453540	291.3			
T	37.483720405	-79.321057544	274.3			
T	37.605095242	-79.424675748	282.9			
T	37.367201718	-79.686665638	326.8			
T	37.179075493	-79.719206955	241.4			
T	37.242924337	-79.617066359	286.1			
T	37.572905932	-79.505025419	285.7			
T	37.584833253	-79.622966873	366.0			
T	37.291772101	-79.807183648	377.8			
T	37.163206900	-79.843300750	314.4			
T	37.280460567	-79.657902380	241.0			
T	37.559109609	-79.504993964	372.7			
T	37.643592500	-79.609767875	500.3			
T	37.450026851	-79.873042242	422.7			
T	37.232445827	-79.904998242	329.4			
T	37.136718749	-79.632526723	292.5			
T	37.211994259	-79.265125949	177.5			
T	37.363531515	-79.247315382	250.7			
T	37.413078956	-79.583008688	423.1			
T	37.282419533	-79.769058943	312.9			
T	37.089302687	-79.568443307	255.3			
T	37.074824675	-79.530843195	255.1			
T	37.030298083	-79.131823853	187.5			
T	37.143335579	-79.024293307	168.5			
T	37.302112143	-79.381125979	243.9			
T	37.239635794	-79.707147962	396.2			
T	37.227363035	-79.722885976	353.2			
T	37.097679726	-79.681025083	270.9			
T	37.047606495	-79.322282982	237.8			
T	37.055374387	-79.283214579	229.1			
T	37.230639024	-79.027137648	216.3			
T	37.527359578	-79.180796399	252.7			
T	37.612507327	-79.658779977	488.7			
T	37.376322444	-79.826483749	414.4			
T	37.245006792	-79.732454417	277.6			
T	37.520254622	-79.548447495	614.5			
T	37.844110224	-79.612128851	674.3			
T	37.747989495	-79.847562220	446.3			
T	37.385514859	-79.972441285	539.2			
T	37.290662464	-79.956199437	310.8			
T	37.514477525	-79.754424012	300.3			
T	37.902472838	-79.574193988	666.8			
T	37.834008721	-79.628288401	795.3			
T	37.417569484	-79.778039174	681.9			
T	37.257541978	-79.817298744	269.4			
T	37.397957933	-79.679307276	516.5			
T	37.750359335	-79.565128275	376.7			
T	37.792195080	-79.654444267	915.0			
T	37.420764639	-79.847240572	485.8			
T	37.204056104	-79.900209431	290.6			
T	37.220196102	-79.818647474	280.0			
T	37.588904627	-79.631871872	407.5			
T	37.759831860	-79.650849938	967.6			
T	37.499590566	-79.809504839	364.8			
T	37.156208756	-79.907850969	385.2			
T	37.112103858	-79.880845834	334.6			
T	37.395112065	-79.737467653	345.9			
T	37.801018901	-79.667291919	545.3			
T	37.855738352	-79.697564317	492.8			
T	37.425337014	-79.797485068	469.3			
T	37.125405856	-79.794006515	276.6			
T	37.199572119	-79.714763557	254.6			
T	37.671457317	-79.679688607	818.1			
T	37.824176740	-79.776436470	428.7			
T	37.385484531	-79.851883121	466.5			
T	37.107280140	-79.865301131	345.2			
T	37.216885104	-79.790308624	292.7			
T	37.640781578	-79.777847895	352.4			
T	37.814283396	-79.835762719	365.3			
T	37.534072989	-79.901525995	337.8			
T	37.161308687	-79.864302572	349.5			
T	37.059527919	-79.700354015	282.5			
T	37.119921647	-79.474733734	204.6			
T	37.184589502	-79.350118611	229.2			
T	37.183660500	-79.520525036	243.0			
T	37.054829662	-79.714881227	264.1			
T	36.917512380	-79.504160989	252.6			
T	36.885950358	-79.140705492	182.1			
T	36.932029231	-79.046189635	169.1			
T	37.000115693	-79.346507138	254.2			
T	36.960934633	-79.608758047	246.3			
T	36.893608120	-79.511538636	255.4			
T	36.846157941	-79.099284320	133.7			
T	36.853528525	-78.912855659	155.6			
T	36.956782798	-79.086253593	188.8			
T	37.012807872	-79.493003972	194.2			
T	37.007095882	-79.703521598	280.7			
T	36.922936998	-79.397723675	251.4			
T	36.847998015	-78.881032699	158.9			
T	36.863949450	-78.804020020	136.4			
T	36.973262974	-79.182310292	198.4			
T	36.993264844	-79.520390863	224.4			
T	36.956099377	-79.442107004	260.7			
T	36.931892995	-79.021346481	187.0			
T	36.979639005	-78.894319471	110.8			
T	37.067973876	-79.263395820	209.7			
T	37.073694699	-79.647747108	267.4			
T	37.003959384	-79.619279648	271.5			
T	36.884407457	-79.103234302	136.5			
T	36.894524441	-78.848552691	171.5			
T	37.061411140	-79.132724198	199.8			
T	37.141880176	-79.801855091	322.3			
T	37.083273752	-79.983279366	376.7			
T	36.962402763	-79.612414818	259.2			
T	36.998581505	-79.307332598	307.2			
T	37.196687706	-79.367752217	270.2			
T	37.202994583	-79.700907658	278.4			
T	37.050144093	-79.803896402	301.6			
T	36.959531591	-79.675508580	274.4			
T	37.111673810	-79.454043988	268.7			
T	37.225102219	-79.490416621	270.9			
T	37.146806212	-79.681201579	281.0			
T	37.000996992	-79.654405750	241.0			
T	37.009483256	-79.408902656	236.7			
T	37.157522835	-79.343757728	237.2			
T	37.186463552	-79.390229933	259.2			
T	37.173564206	-79.649038804	300.2			
T	37.161831609	-79.668266747	260.5			
T	37.005592633	-79.728742828	273.1			
T	36.940482047	-79.524710300	217.0			
T	37.145763089	-79.296083253	234.9			
T	37.335944481	-79.472602547	260.2			
T	37.216982970	-79.753635381	291.3			
T	36.989077865	-79.711121394	295.0			
T	36.872606561	-79.396072670	238.2			
T	36.990833743	-79.123915575	170.5			
T	37.010377152	-79.119316277	168.2			
T	37.265668709	-79.380875435	231.5			
T	37.183907216	-79.809184593	303.4			
T	36.956559571	-79.721672364	257.3			
T	36.882218407	-79.358337050	221.3			
T	37.028885032	-79.162670524	167.7			
T	37.271274417	-79.456192962	203.9			
T	37.270275303	-79.859947723	346.0			
T	37.034651917	-79.829047225	301.5			
T	36.833504689	-79.419708678	216.0			
T	36.825503654	-79.378822136	205.8			
T	36.915017037	-79.062684064	174.3			
T	37.198082137	-79.255006142	236.7			
T	37.267588359	-79.425848682	203.6			
T	37.173878420	-79.755970506	289.7			
T	37.155328132	-79.764050503	323.6			
T	36.907851426	-79.606086796	268.6			
T	36.865555714	-79.236917661	166.3			
T	37.064663544	-79.176265566	175.1			
T	37.122541066	-79.251542615	184.7			
T	37.193955941	-79.624081477	262.2			
T	37.042369772	-79.781048500	308.4			
T	36.984617354	-79.747280560	307.4			
T	36.872696355	-79.451158469	255.7			
T	36.868541001	-79.413336438	256.1			
T	36.922259707	-79.090768458	175.2			
T	37.119132915	-79.182220129	211.9			
T	37.179369597	-79.289890020	184.4			
T	37.229185048	-79.745456936	283.6			
T	37.223969132	-79.768189510	308.8			
T	37.100988533	-79.752361829	301.6			
T	36.921268950	-79.249086771	178.5			
T	36.943106491	-78.926389809	135.8			
T	37.167092324	-79.132167499	229.5			
T	37.163289343	-79.519034603	215.8			
T	36.970932463	-79.471188643	223.7			
T	36.840473681	-78.995177187	169.2			
T	36.948291224	-78.754282500	127.2			
T	37.195629342	-78.994673348	186.8			
T	37.136102033	-79.414688033	227.2			
T	36.961736827	-79.399336113	291.0			
T	36.830944061	-78.947541267	125.3			
T	36.978706007	-78.663081888	130.1			
T	37.318567770	-78.846174765	272.5			
T	37.367366233	-79.237929298	232.8			
T	37.103105807	-79.271328737	202.7			
T	36.913002580	-78.914630329	161.1			
T	36.915522277	-78.817266662	129.7			
