type	latitude	longitude	altitude (m)	name	desc	kml_folder
T	37.091631538	-80.048210537	396.6			
T	37.141840371	-80.212928353	650.5			
T	37.059332231	-80.182124140	775.1			
T	36.808406409	-80.075805402	295.2			
T	37.052778835	-80.150375376	809.8			
T	37.485578276	-80.386835411	831.5			
T	37.270466599	-80.410937714	652.4			
T	36.934173186	-80.235066029	783.8			
T	36.920915919	-80.223446684	756.4			
T	37.259718927	-80.374785795	685.7			
T	37.290419159	-80.401064700	790.0			
T	37.340314440	-80.528904320	1097.4			
T	36.939620663	-80.331817583	700.9			
T	36.958341181	-80.301970036	698.9			
T	37.363225719	-80.524441796	1262.0			
T	37.094262944	-80.474342642	614.9			
T	36.804111419	-80.289777874	532.8			
T	37.068571693	-80.314337524	766.6			
T	37.111805169	-80.338223888	609.1			
T	37.381470486	-80.585678611	970.8			
T	37.007187600	-80.492235855	675.2			
T	36.817151659	-80.342202713	998.3			
T	37.212975041	-80.462891815	620.3			
T	37.271975466	-80.654466799	640.9			
T	37.250641369	-80.647202467	691.4			
T	36.789362855	-80.370980360	925.5			
T	36.665280412	-80.143108294	474.0			
T	36.675715486	-80.133315076	373.7			
T	37.143414932	-80.250489715	514.8			
T	37.121433550	-80.473861972	603.5			
T	36.705324204	-80.290076827	550.9			
T	36.715013159	-80.160800250	431.0			
T	36.744608723	-80.156003813	504.2			
T	37.342792115	-80.410752470	640.1			
T	37.226370712	-80.556695706	606.9			
T	37.186340152	-80.545323073	529.6			
T	36.728068333	-80.304788769	567.7			
T	36.986779938	-80.208479207	770.0			
T	37.594208791	-80.451130679	704.2			
T	37.279093934	-80.438399230	745.3			
T	37.216952555	-80.410602528	645.9			
T	36.737562690	-80.148369162	459.7			
T	36.976344550	-80.034944981	398.5			
T	37.596741096	-80.316993124	949.9			
T	37.615863628	-80.339330067	937.4			
T	37.233143871	-80.314860646	602.7			
T	36.650761591	-79.973172588	309.9			
T	36.861527553	-79.858187338	342.9			
T	37.494708172	-80.229485332	502.0			
T	37.261779726	-80.416440897	650.0			
T	37.215686264	-80.398777786	655.5			
T	36.726729157	-80.024307728	279.0			
T	36.830479470	-79.682851391	379.5			
T	37.463086864	-80.048367637	540.5			
T	37.527973580	-80.236767722	873.7			
T	37.162043451	-80.358547041	582.5			
T	36.680676538	-79.773933140	206.8			
T	36.660728271	-79.672429111	250.1			
T	37.105094428	-79.672559602	257.5			
T	37.355236297	-80.332748358	896.9			
T	37.269077707	-80.365995091	591.2			
T	37.233180613	-80.361849663	455.7			
T	36.711742337	-79.960509788	314.3			
T	36.674142531	-79.555119039	202.6			
T	36.828423516	-79.512880132	262.7			
T	37.483978416	-80.092674949	413.6			
T	37.228754825	-80.348128636	622.1			
T	36.999951082	-80.174855953	726.7			
T	36.562833754	-79.437822042	169.2			
T	36.853821798	-79.250959710	170.6			
T	37.022557800	-79.406926007	211.1			
T	37.096164321	-79.871784581	314.3			
T	37.074038965	-79.870542992	346.1			
T	36.703429388	-79.464161070	231.0			
T	36.760323443	-79.158390614	156.0			
T	37.034734186	-79.739091887	252.6			
T	36.915908683	-79.884233186	340.3			
T	36.783105729	-79.299135652	206.8			
T	36.809997818	-79.180960047	179.4			
T	36.824539990	-79.149805572	164.6			
T	37.084661170	-79.266640866	223.2			
T	37.103877015	-79.323189668	187.0			
T	37.134868826	-79.902066919	379.0			
T	36.814045246	-79.569494550	312.7			
T	36.789203458	-78.963932097	128.0			
T	37.042803684	-79.263127566	228.6			
T	37.066654170	-79.445443740	212.0			
T	37.069365633	-79.492719868	236.8			
T	36.933828529	-79.751318410	266.7			
T	36.763198369	-79.183820563	143.1			
T	36.917427880	-79.076551649	142.8			
T	36.995839617	-79.244632705	216.2			
T	37.027981149	-79.893879502	453.4			
T	36.800218584	-79.623129022	259.7			
T	36.735411373	-79.386287713	243.3			
T	36.768755512	-78.921053093	139.3			
T	36.786649499	-78.924122764	109.6			
T	37.036851335	-79.501361182	252.8			
T	36.916288728	-79.867858144	326.1			
T	36.636498154	-79.201808457	155.0			
T	36.811046751	-78.935378337	106.6			
T	37.004341567	-79.660976084	254.1			
T	36.979021716	-79.784433101	284.5			
T	36.966685130	-79.814693968	284.9			
T	36.743967748	-79.693320680	307.3			
T	36.690581076	-79.074507200	117.6			
T	36.754972475	-79.014769074	155.3			
T	37.067606079	-79.578037893	253.5			
T	37.047649683	-80.071795903	462.4			
T	36.981563197	-80.010820813	430.0			
T	36.744864544	-79.194715057	167.5			
T	36.917318421	-79.020774089	183.9			
T	37.016769065	-79.157094937	174.0			
T	37.130303784	-79.972314195	369.4			
T	37.120939050	-79.994449878	665.3			
T	36.822166815	-79.765630226	298.4			
T	36.719443745	-79.163438623	157.0			
T	37.200746189	-79.422532704	274.3			
T	37.366631664	-80.128978955	542.2			
T	37.314134672	-80.146506139	905.6			
T	37.295744247	-80.144333181	521.5			
T	37.056167573	-79.726227923	246.2			
T	37.393131376	-79.464462996	235.2			
T	37.511043257	-79.516181569	1143.8			
T	37.587866181	-80.030917189	599.5			
T	37.565177094	-80.053343055	430.6			
T	37.304259272	-80.087808295	504.7			
T	37.461204466	-79.846634098	377.7			
T	37.823809750	-79.968548576	757.9			
T	37.561901584	-80.240342715	827.7			
T	37.355214288	-80.028432836	536.0			
T	37.701637064	-79.812133115	327.0			
T	37.802994235	-80.275138377	654.9			
T	37.480600818	-80.410464455	701.0			
T	37.469087766	-80.073667300	555.6			
T	37.708322530	-80.069757133	426.8			
T	37.614770457	-80.365876651	853.7			
T	37.434940221	-80.244558477	803.3			
T	37.613369827	-79.898063606	390.8			
T	37.830831245	-80.242497561	648.3			
T	37.631944405	-80.611923380	633.1			
T	37.461823486	-80.222292384	760.9			
T	37.702975282	-79.922284460	729.9			
T	37.829964197	-80.441970638	698.1			
T	37.609844608	-80.433112887	689.3			
T	37.609755191	-79.859082460	360.2			
T	37.906294548	-79.819921748	666.2			
T	37.766582119	-80.393877966	549.1			
T	37.609450365	-80.274162906	676.2			
T	37.771874319	-79.715095875	526.8			
T	37.913918304	-79.984166900	556.1			
T	37.643653884	-80.615245443	552.5			
T	37.535754678	-80.443240256	768.1			
T	37.581376027	-80.258677081	730.3			
T	37.598907643	-80.211043754	623.8			
T	37.984762133	-79.831108555	793.3			
T	38.008758671	-79.845751825	622.9			
T	37.932385406	-80.414513954	730.3			
T	37.557846282	-80.577638325	598.9			
T	37.519991917	-79.849425672	311.9			
T	37.922137084	-79.480717541	726.9			
T	37.852276441	-80.241932057	640.8			
T	37.434944538	-80.447635457	991.1			
T	37.444054962	-80.086176208	443.9			
T	37.751870187	-80.057116041	439.8			
T	37.202787710	-80.228480223	411.3			
T	36.840594864	-80.148288050	365.7			
T	37.527976737	-80.274644792	954.7			
T	37.519653273	-80.406774391	951.2			
T	36.885881220	-80.148683048	376.1			
T	37.127064905	-80.190403612	790.4			
T	37.511668008	-80.505897405	812.4			
T	36.884404089	-80.269626016	820.2			
T	36.897601362	-80.179331572	540.9			
T	37.715091961	-80.527316163	512.3			
T	37.121248644	-80.169319265	833.5			
T	37.048769560	-80.007316978	409.6			
T	37.552180689	-80.250175991	704.4			
T	37.049602541	-80.120975629	811.6			
T	36.773230121	-79.950165625	290.3			
T	37.427871393	-80.184614665	723.4			
T	37.421205737	-80.296650392	758.3			
T	37.220147703	-80.209746960	382.5			
T	36.790456895	-79.950109359	358.3			
T	37.304373791	-80.120257199	493.1			
T	37.489284463	-80.237755915	496.7			
T	37.356386253	-80.270259235	521.8			
T	36.922884729	-80.011611050	421.8			
T	36.934734186	-79.998068842	386.2			
T	36.949764755	-79.999780618	388.4			
T	37.420130521	-80.132342131	451.6			
T	37.059139816	-80.033603738	404.0			
T	36.934576651	-79.984589718	387.8			
T	36.898540732	-79.967786928	403.1			
T	36.811797932	-79.886737942	386.1			
T	37.351844791	-80.077186334	584.2			
T	37.375281754	-80.104486583	632.3			
T	36.999646260	-79.970079503	354.8			
T	36.965465478	-79.954664717	344.6			
T	36.748828397	-79.833010305	294.1			
T	37.408447740	-79.994441159	525.4			
T	37.474274039	-80.139442275	717.6			
T	36.734800418	-79.806246243	238.4			
T	36.746838990	-79.720196719	242.6			
T	37.582194364	-80.058026699	481.4			
T	37.626746541	-80.096576989	1026.1			
T	37.331417135	-80.120208742	709.0			
T	36.777015228	-79.790162375	317.9			
T	36.765715450	-79.777894154	275.0			
T	37.206281289	-79.814065526	422.8			
T	37.646759684	-80.210182619	926.2			
T	36.982815974	-79.960831308	400.9			
T	36.874038405	-79.855083275	303.1			
T	37.235536571	-80.110466895	610.4			
T	36.734626129	-80.081069505	371.2			
T	36.512501253	-79.994881359	212.6			
T	37.065752207	-80.200042806	715.2			
T	37.096636411	-80.346642538	637.7			
T	36.867920101	-80.205381207	561.4			
T	37.267919147	-80.303141018	601.5			
T	37.256035347	-80.357864042	518.8			
T	36.724850599	-80.127499591	350.6			
T	36.910975622	-80.160336082	404.8			
T	37.415930951	-80.413622987	712.4			
T	36.974614256	-80.284323882	719.8			
T	36.742049349	-80.154422535	514.7			
T	37.354555318	-80.336053884	912.5			
T	37.407152154	-80.367176370	676.7			
T	37.588606923	-80.604678630	813.1			
T	36.939349937	-80.317772644	749.7			
T	36.903534407	-80.295219468	765.5			
T	36.874389717	-80.189047377	460.1			
T	37.494940926	-80.511015700	822.3			
T	37.165531478	-80.476876794	598.5			
T	36.746208352	-80.107686694	442.0			
T	36.884127844	-79.606365358	252.6			
T	36.936561661	-79.667545591	250.6			
T	36.813955414	-80.175546143	427.9			
T	36.740558691	-80.025898179	298.8			
T	36.838201143	-79.632211586	230.9			
T	36.904721432	-80.041678773	379.1			
T	36.847295823	-80.015479720	376.3			
T	36.836279609	-79.982673928	294.6			
T	36.793722976	-79.490485491	243.5			
T	36.974030646	-79.868643691	347.7			
T	36.868597770	-80.158500057	419.9			
T	36.748289225	-79.644893139	235.9			
T	36.889318504	-79.764610148	316.7			
T	36.909490805	-80.371409135	750.2			
T	36.780908914	-79.912093237	290.4			
T	36.822799219	-79.484989165	253.4			
T	37.092482007	-80.086475126	568.1			
T	37.049235785	-80.200668130	832.3			
T	36.887050821	-79.691933529	257.2			
T	37.187902086	-80.216086472	492.8			
T	37.121990355	-80.071786549	499.6			
T	36.991995938	-79.661628028	253.5			
T	37.227197757	-80.192262321	463.3			
T	37.255364484	-80.291735202	462.2			
T	37.111992482	-79.825156935	319.5			
T	37.266819152	-80.291571240	716.6			
T	37.300262020	-80.492378909	599.1			
T	37.197027273	-80.456573726	618.2			
T	37.178491444	-80.412163260	633.2			
T	36.991031226	-79.800574587	303.2			
T	37.273476151	-80.310050744	489.7			
T	37.330057243	-80.564063488	829.6			
T	37.130048953	-79.909919137	331.2			
T	37.278706884	-80.027553943	302.1			
T	37.316106463	-80.468797952	684.5			
T	37.302607100	-80.464137130	661.6			
T	37.159281298	-79.960022751	384.2			
T	37.339395601	-79.752193839	540.9			
T	37.358565200	-80.405408370	708.8			
T	36.898780015	-80.186644374	731.8			
T	36.816997680	-79.294804478	223.1			
T	37.402024611	-79.471594232	246.0			
T	37.250360503	-80.180295401	383.0			
T	36.748545269	-79.482038596	224.2			
T	36.977515700	-78.794002707	140.1			
T	37.461061114	-79.591360736	772.1			
T	37.016442826	-79.646936473	255.4			
T	36.766318024	-78.854910811	127.5			
T	37.159110712	-78.944300432	182.6			
T	37.073735001	-79.594181339	248.5			
T	36.751003555	-79.230652396	192.9			
T	37.006796523	-78.818192646	136.0			
T	37.161571424	-79.536853699	257.7			
T	36.929149247	-79.834936856	323.5			
T	36.833355499	-79.147054861	196.4			
T	37.257204070	-78.969142050	191.6			
T	37.375937250	-80.010091754	451.6			
T	36.935604807	-80.008649185	419.4			
T	36.865414373	-79.153193923	156.9			
T	37.567799794	-79.403522892	319.6			
T	37.603914337	-79.486059386	263.3			
T	37.391162615	-80.372664283	853.9			
T	36.828549745	-79.889334758	410.7			
T	36.955219252	-79.314380556	227.3			
T	37.514607891	-79.839545598	382.6			
T	37.165682241	-80.242437205	437.0			
T	36.858893498	-79.899463633	322.9			
T	37.297237015	-79.531395803	294.9			
T	37.490100575	-79.849672719	394.6			
T	37.194022474	-79.954041321	421.6			
T	37.084926952	-79.325354880	213.8			
T	37.520146171	-79.029213095	227.9			
T	37.696264988	-79.896354950	339.4			
T	37.217907997	-79.709127078	282.6			
T	37.202001692	-78.899826542	193.6			
T	37.799847032	-79.143617630	898.3			
T	37.747717653	-79.799044494	323.8			
T	37.713073034	-79.794761130	315.3			
T	37.309221000	-79.192549918	191.2			
T	37.715086837	-79.274753562	570.1			
T	37.601674854	-80.312075410	828.3			
T	37.069320404	-79.908998544	353.3			
T	37.339219933	-79.291633670	273.4			
T	37.538319304	-79.924505931	409.0			
T	37.154564887	-80.135461481	820.1			
T	37.271357840	-79.860591992	355.9			
T	37.650486981	-80.059483226	833.5			
T	37.274559138	-80.442970700	700.6			
T	37.241394558	-80.374257312	517.6			
T	37.817348716	-80.267012786	625.5			
T	37.769087121	-80.359510317	539.8			
T	37.164234867	-80.226777983	557.9			
T	37.336473915	-80.138053582	516.1			
T	37.809890693	-80.282813342	586.0			
T	37.301930283	-80.345380087	664.7			
T	36.919416620	-80.246592787	738.5			
T	37.279739121	-80.211843758	664.1			
T	37.493232270	-80.368549751	911.6			
T	36.913231659	-80.277131434	770.8			
T	36.880861242	-80.257176459	791.1			
T	36.907538778	-80.259878635	724.1			
T	37.341931141	-80.432585302	722.0			
T	37.047833708	-80.422681051	647.9			
T	36.783478260	-80.326349283	823.1			
T	37.299124433	-80.428589717	646.6			
T	37.411147877	-80.547060576	1015.1			
T	36.903559947	-80.384858468	690.6			
T	36.971978184	-80.359355722	687.6			
T	37.480952583	-80.564262789	824.9			
T	37.132895377	-80.484939932	571.9			
T	36.874198299	-80.375985932	758.0			
T	36.917160559	-80.379859020	742.4			
T	37.388918256	-80.605826482	1124.2			
T	37.408406003	-80.622271366	864.3			
T	37.276514910	-80.649946719	612.3			
T	36.846762905	-80.388810395	863.8			
T	37.133111715	-80.416204448	642.0			
T	37.324797570	-80.553097715	777.8			
T	36.831718072	-80.371898579	838.1			
T	36.789653789	-80.327271996	685.8			
T	37.380564562	-80.550665782	1035.9			
T	37.213157488	-80.551762498	519.5			
T	36.789653789	-80.327271996	685.8			
T	37.287841008	-80.518112289	718.9			
T	37.372381602	-80.652631299	820.5			
T	36.804687339	-80.384637055	962.3			
T	36.797500616	-80.305566158	635.4			
T	36.827156970	-80.307817852	619.9			
T	37.456742340	-80.568232818	939.5			
T	37.273101394	-80.519920709	744.3			
T	36.753547209	-80.224551117	425.9			
T	37.109522300	-80.297335690	500.9			
T	37.595657691	-80.589354604	925.8			
T	37.025804117	-80.316086214	744.6			
T	36.619437454	-80.111470942	329.0			
T	37.204333054	-80.254544586	519.6			
T	37.574104709	-80.513188611	664.3			
T	37.494788817	-80.491617955	892.8			
T	36.837308359	-80.149644475	309.6			
T	36.816787426	-80.133898015	368.8			
T	36.951381156	-80.081953122	454.1			
T	37.582261499	-80.409012748	876.1			
T	37.104272509	-80.258756120	499.7			
T	36.778534367	-80.064694314	347.0			
T	37.344137542	-80.171536507	630.1			
T	37.355045879	-80.258372096	648.7			
T	36.689623743	-79.986359168	296.0			
T	36.694982403	-79.905867958	218.3			
T	36.826275173	-80.216727262	388.4			
T	36.780445661	-80.564132752	709.1			
T	36.747796743	-79.935813698	247.0			
T	36.787630211	-79.629633476	270.2			
T	36.823375705	-79.988562203	318.5			
T	36.714201414	-79.852579591	264.4			
T	36.715933999	-79.789714165	258.5			
T	36.718867113	-79.775388889	249.0			
T	36.852781879	-79.958842660	346.2			
T	36.861287831	-79.990205844	337.1			
T	36.871593380	-80.086357614	351.3			
T	36.794112009	-79.680631793	298.8			
T	36.939237651	-80.020812808	484.9			
T	36.903326304	-80.108338815	354.0			
T	36.777276171	-79.611862682	228.2			
T	37.013554729	-80.008296601	405.4			
T	37.023540110	-80.167986543	796.9			
T	36.804561510	-79.615720834	288.1			
T	36.949076169	-79.885425317	357.6			
T	36.979740678	-79.945640102	361.4			
T	36.917058931	-79.661270594	251.1			
T	37.082857621	-79.998591352	386.3			
T	37.030172208	-79.867963521	370.1			
T	36.990482526	-79.713818937	306.4			
T	37.040194302	-79.819125555	306.5			
T	37.055170808	-79.853926401	285.2			
T	37.143881296	-80.171759436	838.9			
T	36.922860365	-79.531073606	222.6			
T	36.895863625	-79.448255953	230.6			
T	36.890936016	-79.430164335	237.2			
T	37.055669518	-79.652383347	240.8			
T	37.072272002	-79.693812178	247.0			
T	37.115933850	-79.974700748	585.9			
T	36.909117458	-79.598974307	272.3			
T	37.114883540	-79.765336434	306.8			
T	37.135062985	-80.212413052	635.4			
T	36.956573634	-79.819423499	291.1			
T	37.029700792	-79.733248632	270.6			
T	37.156662252	-80.185778070	980.9			
T	37.020729018	-79.852894708	336.5			
T	37.024976080	-79.710886501	264.7			
T	37.202519536	-80.098762295	575.3			
T	37.235684563	-79.933843864	370.0			
T	37.268832832	-79.976128603	308.6			
T	37.149161297	-80.321901405	606.2			
T	37.199952997	-80.208910173	498.2			
T	37.495014413	-80.188215817	520.1			
T	37.287289738	-80.450889525	697.3			
T	37.187659180	-80.417885306	638.5			
T	37.086406378	-80.145554213	754.0			
T	37.101428530	-80.119157851	928.1			
T	37.416379138	-80.089415074	818.3			
T	37.285192566	-80.568962842	830.8			
T	36.973638155	-80.416896403	780.8			
T	37.304777158	-80.149170226	715.4			
T	37.547320867	-80.590645084	579.2			
T	37.086447328	-80.596078941	600.1			
T	37.046787896	-80.119386989	816.6			
T	37.547283827	-80.156466242	528.4			
T	37.376463965	-80.494894433	909.8			
T	37.063190131	-80.247934198	758.3			
T	37.468329250	-80.095449473	422.4			
T	37.575074123	-80.404769304	733.5			
T	37.216046094	-80.246957583	473.0			
T	37.572573219	-80.053324770	427.9			
T	37.598724726	-80.407059995	696.0			
T	37.274056884	-80.376359719	674.1			
T	37.578340359	-80.135221172	685.5			
T	37.753222889	-80.461956800	564.4			
T	37.413231023	-80.556053338	864.6			
T	37.358474274	-80.149978421	628.4			
T	37.833323608	-80.188427871	865.5			
T	37.602561146	-80.554224876	654.1			
T	37.288600302	-80.322682636	610.3			
T	37.648229057	-80.222507207	693.7			
T	37.586811855	-80.552419620	606.3			
T	37.156335110	-80.470950181	558.6			
T	37.378586516	-80.249688354	464.9			
T	37.779497658	-80.501347603	608.7			
T	37.273440457	-80.610166655	494.2			
T	37.029770139	-80.396686355	643.6			
T	37.444194474	-80.332598910	557.1			
T	37.397817651	-80.638559822	884.1			
T	37.001005378	-80.602562287	753.5			
T	37.178833394	-80.311251803	541.9			
T	37.491140833	-80.450955735	817.1			
T	37.052393686	-80.580149741	606.9			
T	37.024619530	-80.568422071	634.1			
T	37.022908789	-80.282722428	829.2			
T	37.491291401	-80.489462457	1003.6			
T	37.086827955	-80.610925594	598.3			
T	36.855308672	-80.422047542	800.1			
T	37.468338737	-80.414593577	699.8			
T	37.383522967	-80.594667875	1072.9			
T	36.897858018	-80.412308298	713.0			
T	37.200078169	-80.389037069	612.1			
T	37.476357338	-80.588530097	668.7			
T	36.941100005	-80.447895904	830.5			
T	36.945193642	-80.335355582	680.6			
T	37.457539529	-80.411982709	886.5			
T	36.993333997	-80.366113292	749.7			
T	36.867378663	-80.306598113	801.8			
T	37.574857563	-80.385282592	836.4			
T	37.372649460	-80.372836873	721.7			
T	36.790941243	-80.158062988	390.6			
T	37.201482840	-80.073609253	411.1			
T	37.593720415	-80.158737799	881.9			
T	36.896085204	-80.009906197	407.2			
T	36.838128680	-79.914315467	390.2			
T	37.554533080	-80.066501558	401.2			
T	37.214865133	-80.304084711	716.7			
T	36.772888046	-80.008917416	287.1			
T	37.161006406	-79.682168074	272.7			
T	37.293067080	-80.074568570	327.6			
T	36.871408837	-79.969293832	369.2			
T	36.931400859	-79.288756757	208.3			
T	37.331849117	-79.542798875	279.3			
T	36.987959032	-79.785663217	286.8			
T	36.754942053	-79.092832798	201.5			
T	37.239991984	-78.866099683	216.0			
T	37.262071032	-79.312766584	236.1			
T	36.826720064	-78.752080756	126.8			
T	37.110338867	-78.147400779	153.1			
T	37.373611944	-78.379934982	126.7			
T	36.836448213	-78.624640088	123.8			
T	36.885695988	-78.525211747	164.7			
T	37.522825431	-78.739939653	213.0			
T	37.404972871	-79.403107269	271.2			
T	37.055965220	-79.437560494	230.7			
T	37.503854107	-79.495365753	803.8			
T	37.465489378	-80.127261405	819.1			
T	36.918716850	-79.928985940	387.8			
T	36.897011249	-79.874065835	343.6			
T	37.026709879	-78.977246636	172.5			
T	37.569222022	-79.279844595	266.2			
T	37.329201729	-79.932333682	311.9			
T	36.921487740	-79.379835068	242.6			
T	37.269937319	-78.953518935	233.1			
T	37.687444218	-79.979316886	736.0			
T	37.060044796	-79.907493223	315.6			
T	36.875555935	-79.116849603	166.0			
T	37.485936555	-79.042368252	206.1			
T	37.399132201	-79.845189282	724.0			
T	36.869529002	-79.760961024	279.9			
T	37.024275619	-79.236587226	238.0			
T	37.692239305	-79.717277735	754.5			
T	37.211440187	-80.219104394	432.0			
T	36.759224650	-79.577821179	243.7			
T	36.796233707	-79.047779519	176.6			
T	36.883066787	-79.654298218	269.9			
T	36.697226444	-79.773331764	227.9			
T	36.642261479	-79.248915004	183.1			
T	36.840599235	-79.662253731	354.3			
T	36.739517865	-79.687867177	308.4			
T	36.558436280	-79.128934456	127.5			
T	36.724176026	-79.507911209	264.2			
T	36.754442884	-79.778356758	252.1			
T	36.600734335	-79.240344135	134.2			
T	36.735083212	-79.588016349	249.2			
T	36.791546136	-80.016444440	279.1			
T	36.613250671	-79.416273311	158.6			
T	36.740239772	-79.603097324	254.4			
T	36.819920173	-80.119151473	358.3			
T	36.590968230	-79.563196152	237.7			
T	36.677983818	-79.575560029	221.9			
T	36.790145528	-80.064994062	346.4			
T	36.590217199	-79.629986989	224.6			
T	36.740276086	-79.697757966	310.1			
T	36.820586356	-79.944084290	363.1			
T	36.620294700	-79.483169611	160.9			
T	36.747925376	-79.619474858	211.4			
T	36.754942001	-80.080165550	357.4			
T	36.601799865	-79.522892485	220.6			
T	36.798368167	-79.386269333	203.9			
T	36.875720956	-80.021742917	473.5			
T	36.611156740	-79.591617151	236.1			
T	36.780216739	-79.353494290	192.0			
T	36.945251962	-80.149109662	732.7			
T	36.672149237	-79.775651198	245.1			
T	36.714020029	-79.164301712	188.3			
T	37.003136953	-79.816840433	288.6			
T	36.769108442	-79.928294985	285.8			
T	36.616166569	-79.214197856	129.9			
T	37.001873234	-79.479283407	255.8			
T	36.954832519	-80.134459541	653.8			
T	36.635334368	-79.576066917	240.5			
T	36.908526720	-79.358430475	189.7			
T	37.109085557	-80.215327206	486.4			
T	36.825418858	-80.079245700	316.5			
T	36.974446361	-79.525564162	212.0			
T	37.403386274	-80.196955063	454.3			
T	37.052552639	-80.329248351	748.5			
T	36.981457639	-79.802330301	295.4			
T	37.469273087	-80.018459116	505.6			
T	37.280790322	-80.517359194	705.1			
T	36.889404570	-80.160933344	435.8			
T	37.387837887	-79.954899195	355.4			
T	37.473481667	-80.372199993	1038.1			
T	37.001130194	-80.342874914	760.1			
T	37.093960260	-80.080448345	589.5			
T	37.710205822	-80.381595520	903.6			
T	37.257459441	-80.576691522	770.8			
T	36.990912276	-80.235264869	726.2			
T	37.489251658	-80.158765999	679.9			
T	37.483286748	-80.674885536	630.1			
T	36.983492889	-80.448083457	742.3			
T	37.150928298	-80.073741995	771.9			
T	37.469971150	-80.219365147	848.1			
T	37.139491729	-80.351788509	661.5			
T	36.956741362	-80.200636616	701.5			
T	37.437353576	-80.309769650	789.7			
T	37.271818130	-80.507877444	833.1			
T	36.866226510	-80.384519179	808.4			
T	37.279045721	-80.316977764	580.8			
T	37.496977033	-80.562756695	699.5			
T	36.956188359	-80.422971212	748.5			
T	36.898529349	-80.213239440	789.8			
T	37.450245594	-80.464432466	884.1			
T	37.232019218	-80.616187044	503.5			
T	36.987337975	-80.461273863	715.6			
T	37.441002138	-80.508164964	870.0			
T	37.240963526	-80.569649471	730.1			
T	36.983200693	-80.433780418	759.5			
T	37.396306558	-80.526230635	1063.0			
T	37.162187504	-80.595712165	597.6			
T	36.963485258	-80.466608269	742.1			
T	37.435424366	-80.558531152	815.0			
T	37.456087788	-80.571685109	967.1			
T	37.264994445	-80.630543107	655.8			
T	36.957918169	-80.508749002	718.8			
T	37.339045563	-80.535677895	1079.3			
T	37.343835887	-80.645296487	671.4			
T	36.978923811	-80.565844196	775.1			
T	37.278097886	-80.568098354	723.4			
T	37.624936718	-80.791179948	428.5			
T	37.127675849	-80.646117976	588.6			
T	37.205261931	-80.591077489	604.8			
T	37.642463065	-80.786581144	522.6			
T	37.095814654	-80.617052654	606.7			
T	36.956401272	-80.532614621	716.6			
T	37.417092201	-80.712880604	618.0			
T	37.185079529	-80.741265578	593.6			
T	36.890698475	-80.540367648	771.8			
T	37.398373815	-80.535176436	1002.4			
T	37.348224755	-80.732109681	574.2			
T	36.863603858	-80.517973117	818.4			
T	37.254785827	-80.481846433	749.3			
T	37.516794368	-80.724180543	504.6			
T	37.011047101	-80.537687766	623.0			
T	37.159664886	-80.353477665	564.5			
T	37.439914036	-80.534394454	799.2			
T	36.994040043	-80.476364550	628.7			
T	36.974091665	-80.105074137	493.7			
T	37.493071591	-80.387422346	778.6			
T	37.132343460	-80.572125222	574.5			
T	36.891043415	-80.182232527	657.9			
T	37.475824851	-80.267863513	511.0			
T	37.189034696	-80.584019135	528.8			
T	36.903534407	-80.295219468	765.5			
T	37.554199614	-80.277900036	652.1			
T	37.484688726	-80.687515342	580.4			
T	36.938152992	-80.400475983	771.7			
T	37.492932816	-80.315394556	861.0			
T	37.335870593	-80.552615418	1168.6			
T	36.964240034	-80.319579532	689.5			
T	37.329585864	-80.130158037	833.0			
T	37.409615418	-80.496471106	1210.2			
T	37.117029082	-80.395239735	668.3			
T	37.474274039	-80.139442275	717.6			
T	37.593150786	-80.540602849	635.6			
T	37.150389775	-80.448908915	614.4			
T	37.417440949	-80.219726142	653.3			
T	37.715276718	-80.420101426	709.6			
T	37.375054854	-80.501542150	1061.2			
T	37.366795238	-80.254038603	550.8			
T	37.544619967	-80.230847990	796.9			
T	37.652689997	-80.298244530	751.4			
T	37.694494445	-80.419931281	730.7			
T	37.697092460	-80.449112797	668.8			
T	37.692197865	-80.473949643	588.5			
T	37.687296317	-80.498791265	594.1			
T	37.631944405	-80.611923380	633.1			
T	37.616099592	-80.629790455	608.4			
T	37.601070914	-80.644131700	636.3			
T	37.500645940	-80.666600880	614.2			
T	37.405683954	-80.616653138	981.1			
T	37.348255492	-80.545341948	1099.1			
T	37.339574544	-80.513289593	779.6			
T	37.356713506	-80.449050423	910.7			
T	37.366713888	-80.436459707	1007.1			
T	37.469404338	-80.373600132	892.8			
T	37.500028093	-80.372494842	774.3			
T	37.621626545	-80.393213518	876.9			
T	37.650935507	-80.410309876	700.8			
T	37.744331597	-80.528760466	487.8			
T	37.753681690	-80.631012604	504.8			
T	37.748627472	-80.656222206	610.8			
T	37.677540542	-80.736750057	506.0			
T	37.567818441	-80.749710477	541.5			
T	37.541486717	-80.740375215	606.3			
T	37.516093109	-80.727655587	493.3			
T	37.389769539	-80.640998113	733.8			
T	37.371047654	-80.621104591	1248.8			
T	37.296170442	-80.512152952	660.1			
T	37.290027541	-80.489687828	671.1			
T	37.306112164	-80.377387220	819.1			
T	37.428229821	-80.240753484	895.6			
T	37.541578676	-80.206378004	877.3			
T	37.677500919	-80.277155587	983.6			
T	37.726966288	-80.403067177	828.4			
T	37.697305785	-80.532606451	680.7			
T	37.613862617	-80.620459740	713.9			
T	37.521530726	-80.640888179	600.3			
T	37.448878595	-80.609667830	907.5			
