type	latitude	longitude	altitude (m)	name	desc	kml_folder
T	38.052688710	-80.042481636	907.5			
T	37.541675921	-80.335432567	681.4			
T	37.071743843	-80.584310007	625.9			
T	36.731636997	-80.734788430	753.8			
T	36.623116779	-80.764722321	879.5			
T	36.693910498	-80.671774997	806.7			
T	37.002816953	-80.402505506	706.1			
T	37.439419889	-80.126192322	407.1			
T	37.591644981	-80.045188234	594.8			
T	38.421619061	-79.780677846	1037.2			
T	38.773648966	-79.751223532	1107.5			
T	38.734288864	-79.854588999	1172.3			
T	38.256934643	-80.109929012	753.0			
T	37.734329462	-80.326367149	869.3			
T	37.516921136	-80.416234792	1030.3			
T	37.087843973	-80.601775158	595.2			
T	36.679121220	-80.785118585	785.7			
T	36.513184725	-80.856209452	395.6			
T	36.517762660	-80.816362021	529.1			
T	36.789500953	-80.580560790	803.7			
T	37.207561221	-80.345678855	488.4			
T	37.690303095	-80.181698897	784.7			
T	38.066633103	-80.105640131	927.9			
T	38.235346037	-80.119702972	1022.9			
T	38.200546452	-80.214588041	948.3			
T	37.871920930	-80.414261077	681.7			
T	37.269345570	-80.687930701	525.1			
T	36.790590184	-80.874093487	798.5			
T	36.622721049	-80.912165569	778.6			
T	36.622668936	-80.842906704	813.5			
T	36.829116565	-80.625259793	754.4			
T	37.136272301	-80.396211618	657.7			
T	38.080245137	-80.010615427	861.0			
T	38.242684498	-79.975879327	853.2			
T	38.776665540	-79.968062189	865.5			
T	38.692486073	-80.103728813	979.6			
T	38.186263399	-80.350989361	1094.0			
T	37.585958065	-80.605840858	825.5			
T	37.114497186	-80.789680883	642.4			
T	36.900737022	-80.873688874	686.9			
T	36.810337647	-80.887823342	713.6			
T	36.870065124	-80.814436385	693.8			
T	37.308014199	-80.546724886	638.8			
T	37.728693279	-80.401376419	790.0			
T	38.107891564	-80.336239857	955.1			
T	38.348473989	-80.358162419	823.5			
T	38.418944423	-80.443510257	934.4			
T	38.233378927	-80.622902379	798.5			
T	37.686777306	-80.869686692	538.4			
T	37.562082967	-80.909025583	682.4			
T	37.140746966	-81.044031400	750.8			
T	36.900067433	-81.085406971	787.1			
T	36.844562476	-81.057529723	673.2			
T	36.925959550	-80.907952382	636.3			
T	37.427896407	-80.523585184	933.6			
T	38.053104122	-80.375213309	852.3			
T	38.208301267	-80.451514615	963.6			
T	38.103936161	-80.608982123	1107.8			
T	37.776476801	-80.805337042	751.9			
T	37.472136355	-80.943320631	623.5			
T	37.103381979	-81.095172744	826.6			
T	36.890492011	-81.170023206	718.5			
T	36.875061771	-81.122683082	870.3			
T	37.114142869	-80.928602809	1041.2			
T	37.568031780	-80.682426026	540.5			
T	38.108853670	-80.529785253	885.1			
T	38.419820133	-80.514835070	765.1			
T	38.459090076	-80.550024875	748.4			
T	38.104847342	-80.717405725	765.1			
T	37.495872708	-80.942989035	711.1			
T	37.065971824	-81.096121642	1017.0			
T	36.790616562	-81.168194271	991.5			
T	36.703221545	-81.159662141	786.9			
T	36.785408153	-80.972319662	726.8			
T	37.066429371	-80.681880312	629.8			
T	37.595756851	-80.357766457	764.5			
T	37.937928201	-80.239299299	796.7			
T	38.060079371	-80.217971706	798.2			
T	38.059569579	-80.296898189	810.6			
T	38.032542688	-80.327747779	695.3			
T	37.653725781	-80.546974817	685.5			
T	37.549374673	-80.600057547	573.6			
T	36.998413326	-80.821066722	704.4			
T	36.698347234	-80.915087147	706.8			
T	36.618047089	-80.934193220	789.6			
T	36.433405067	-80.946711569	520.2			
T	36.386556265	-80.860527959	394.1			
T	36.542288609	-80.576261576	341.8			
T	36.601200220	-80.503676417	439.9			
T	37.168720002	-80.096583631	736.3			
T	37.286899642	-80.051697924	317.5			
T	37.399717013	-80.009408200	696.9			
T	37.500231105	-79.980490158	435.2			
T	37.819717339	-80.041524064	729.0			
T	37.826004703	-80.074783119	525.6			
T	37.819194186	-80.117893147	485.9			
T	37.792967649	-80.164556836	732.4			
T	37.760486513	-80.221083477	759.1			
T	37.715381396	-80.281064188	768.4			
T	37.651871652	-80.348712834	798.4			
T	36.885311610	-80.918413324	677.1			
T	36.636537357	-81.030947791	783.8			
T	36.594639266	-81.043875615	754.0			
T	36.530702457	-81.023788861	746.0			
T	36.585477072	-80.871698865	765.2			
T	36.829052972	-80.573002103	952.4			
T	37.275113686	-80.237864942	485.3			
T	38.121645538	-79.933925001	709.9			
T	38.466315576	-79.954821473	1173.2			
T	38.368045928	-80.172047227	1334.1			
T	37.918752911	-80.414729880	677.1			
T	37.412200967	-80.630152015	706.2			
T	36.998393135	-80.772251218	668.5			
T	36.646109311	-80.829374174	839.1			
T	36.656626936	-80.665069688	836.0			
T	36.919838522	-80.381397146	718.6			
T	37.376693798	-80.089774311	463.5			
T	37.499561070	-80.032596584	830.2			
T	37.963766563	-79.896644515	552.0			
T	38.206797676	-79.904566220	886.2			
T	38.122114039	-80.115944741	908.6			
T	38.039478963	-80.182177981	772.6			
T	37.359143159	-80.549428557	1277.0			
T	36.935657198	-80.735806825	585.3			
T	36.844628304	-80.771034541	713.8			
T	36.590079824	-80.845149121	815.2			
T	36.504460131	-80.809101620	417.2			
T	36.660907026	-80.517615790	857.3			
T	37.202307639	-80.084670332	564.7			
T	37.636115353	-79.905097221	419.6			
T	37.717643437	-79.888399571	476.4			
T	37.963223995	-79.874331793	662.7			
T	38.093639037	-79.943565577	916.7			
T	38.080490996	-80.072858301	876.7			
T	37.702460312	-80.344135338	920.6			
T	37.318994470	-80.482040044	703.4			
T	37.029191399	-80.543055661	591.2			
T	36.819150606	-80.523962534	850.5			
T	36.737321112	-80.324141080	505.2			
T	36.942273312	-79.984866023	423.9			
T	37.275735408	-79.777778154	306.9			
T	37.679642008	-79.741726709	425.7			
T	37.749685878	-79.765893673	374.0			
T	37.977723833	-80.120551030	642.1			
T	37.812606429	-80.406668803	716.6			
T	37.513373843	-80.641650507	645.2			
T	37.234908968	-80.737254231	618.7			
T	37.061079310	-80.621890620	584.0			
T	37.044733341	-80.197829230	839.5			
T	37.065776281	-80.097050704	554.2			
T	37.231228526	-79.735711549	263.4			
T	37.430077700	-79.520929088	302.2			
T	37.611233838	-79.474240374	276.1			
T	37.648434188	-79.484853091	322.1			
T	37.768038441	-79.647399768	672.1			
T	37.736223390	-80.002748945	488.0			
T	37.476363615	-80.338066146	737.9			
T	37.168776446	-80.575252831	581.1			
T	36.909555219	-80.673004974	992.9			
T	36.794464323	-80.595578004	773.3			
T	36.789419423	-80.556936809	726.2			
T	37.035571634	-80.001689136	350.7			
T	37.511842437	-79.615422642	343.8			
T	37.946821634	-79.490517776	521.6			
T	38.122196848	-79.700952363	786.7			
T	37.898769201	-80.003460303	534.5			
T	37.359797111	-80.359841548	706.1			
T	36.874186977	-80.580561564	798.5			
T	36.605943860	-80.610022836	397.2			
T	36.583251013	-80.455220384	486.2			
T	36.752736970	-80.162383574	420.5			
T	37.176082123	-79.753597051	285.2			
T	37.275811401	-79.686822087	279.7			
T	37.648022971	-79.522142548	378.9			
T	37.840358416	-79.545111955	605.5			
T	37.692591576	-79.790466909	366.8			
T	36.992250392	-80.352443197	776.5			
T	36.894622326	-80.421094285	761.4			
T	36.804562331	-80.479141283	884.8			
T	36.417275796	-80.706495371	314.7			
T	36.426337749	-80.685992743	313.1			
T	36.448377294	-80.654339608	338.0			
T	36.479400670	-80.610543027	308.3			
T	36.528686535	-80.555784288	378.5			
T	37.159263754	-79.986480814	384.2			
T	37.641473949	-79.703063310	698.3			
T	37.986049608	-79.546363531	670.6			
T	38.060919865	-79.541372401	582.6			
T	37.711410373	-79.764388667	363.4			
T	37.592619001	-79.833756068	406.0			
T	37.476548632	-79.905990248	428.6			
T	37.023958927	-80.190772464	798.2			
T	36.910548269	-80.255536046	748.8			
T	36.542185423	-80.476251893	445.5			
T	36.352729452	-80.570417542	303.0			
T	36.378586956	-80.504053203	313.3			
T	36.671867023	-80.200257779	433.2			
T	37.089299153	-79.868164256	319.2			
T	37.209018888	-79.789942999	300.4			
T	37.653973366	-79.548831385	391.2			
T	37.860406358	-79.468473636	431.7			
T	37.781472721	-79.544600619	400.9			
T	37.723186485	-79.587158574	412.8			
T	37.331760413	-79.856579675	343.4			
T	36.695013091	-80.272371321	501.2			
T	36.242802618	-80.529545989	274.9			
T	36.209685990	-80.506645067	309.6			
T	36.222074067	-80.482816019	287.0			
T	36.400204057	-80.254555405	485.0			
T	36.872291440	-79.817751883	334.5			
T	36.994958069	-79.731873527	279.5			
T	37.496315214	-79.432647330	325.0			
T	37.787751930	-79.300225992	628.9			
T	37.762439612	-79.376636412	315.2			
T	37.105593955	-79.780368514	319.3			
T	36.488827772	-80.166648924	288.6			
T	36.331179277	-80.276748843	310.6			
T	36.422418552	-80.177275252	257.4			
T	36.933113424	-79.739174810	246.1			
T	37.058089112	-79.646139004	240.8			
T	37.717761751	-79.280449197	428.7			
T	38.013278236	-79.171316266	503.1			
T	37.859449998	-79.303911152	494.4			
T	37.286930735	-79.626416045	287.2			
T	36.783471777	-79.930721828	305.9			
T	36.701437525	-79.980798907	280.1			
T	36.493461109	-80.122200068	323.7			
T	36.489065411	-80.099300368	325.8			
T	36.763927996	-79.845056785	320.2			
T	37.355870639	-79.438741039	250.0			
T	37.490324886	-79.359740574	394.6			
T	38.047781736	-79.124834429	502.4			
T	38.154314118	-79.119645784	516.0			
T	37.775352165	-79.381870128	314.6			
T	37.303631676	-79.657197035	247.7			
T	37.192563380	-79.724298360	242.0			
T	36.793050547	-79.964304613	373.9			
T	36.715744526	-80.009808018	330.1			
T	36.515873804	-80.128969083	319.8			
T	36.475530425	-80.147286901	276.9			
T	36.489079474	-80.094810535	341.1			
T	36.867577268	-79.717624686	268.3			
T	37.460593124	-79.329124619	349.7			
T	37.937756754	-79.135697061	692.1			
T	38.006283511	-79.166018180	487.4			
T	37.471093212	-79.536741084	741.3			
T	36.942947382	-79.845392626	339.6			
T	36.498038823	-80.077680426	321.9			
T	36.431456049	-80.107057322	279.1			
T	36.387748537	-80.124825299	227.0			
T	36.348940082	-80.134030662	241.3			
T	36.297982859	-80.115640887	193.0			
T	36.306516260	-80.090336793	184.1			
T	36.538670624	-79.796426109	225.0			
T	37.047670658	-79.347811480	217.6			
T	37.693335165	-78.975357661	197.3			
T	38.078157891	-78.857455853	415.9			
T	38.085070083	-78.885194879	399.5			
T	37.864982858	-79.089683699	830.1			
T	37.176526737	-79.559383475	243.7			
T	36.654188783	-79.875829023	205.4			
T	36.570412038	-79.920719922	280.9			
T	36.493611523	-79.960411716	257.9			
T	36.310811386	-80.029629407	220.2			
T	36.383713950	-79.885933303	182.0			
T	36.788518843	-79.484539359	232.4			
T	37.607196932	-78.954836271	207.7			
T	37.737881758	-78.891196763	207.8			
T	38.171694310	-78.734845834	647.2			
T	38.050304678	-78.831608548	787.4			
T	37.515286984	-79.113436440	226.4			
T	36.989963372	-79.411945861	272.3			
T	36.598417827	-79.630504460	232.9			
T	36.547956172	-79.656506987	167.2			
T	36.507187438	-79.677887771	177.8			
T	36.471347203	-79.694676945	158.6			
T	36.449161494	-79.702847394	192.5			
T	36.507248219	-79.619402578	202.0			
T	36.878014123	-79.313069335	179.5			
T	36.985244866	-79.242524953	199.7			
T	37.101207596	-79.169374676	214.9			
T	37.215228191	-79.098963196	241.5			
T	37.834587328	-78.850432076	239.7			
T	37.880423725	-78.857487200	383.2			
T	37.724467059	-78.989360534	210.3			
T	37.226153960	-79.304097032	232.1			
T	36.692017847	-79.623408475	248.7			
T	36.289552094	-79.845064638	256.2			
T	36.169514920	-79.880656603	233.1			
T	36.177637933	-79.859840494	234.6			
T	36.198014835	-79.826834186	244.4			
T	36.645182445	-79.383355236	166.7			
T	37.368251244	-78.910953149	234.7			
T	37.837121091	-78.713033774	302.9			
T	37.791096190	-78.761495373	173.4			
T	37.746064986	-78.798431341	221.2			
T	37.682414953	-78.836645737	219.2			
T	37.588891697	-78.892699208	203.3			
T	37.491633434	-78.952960922	208.6			
T	36.730490301	-79.405337013	297.5			
T	36.353317004	-79.633641314	225.2			
T	36.173738102	-79.740171029	235.0			
T	36.101567508	-79.753990178	223.0			
T	36.109538611	-79.733247711	220.2			
T	36.133508149	-79.704583779	227.6			
T	36.161683261	-79.667309226	228.2			
T	36.210554390	-79.617313147	217.0			
T	36.264507544	-79.553593166	208.3			
T	36.788976826	-79.103774947	169.0			
T	37.385985756	-78.765491586	193.8			
T	37.708486589	-78.645783642	128.0			
T	37.791678704	-78.690579381	148.0			
T	37.368105033	-79.023743539	238.2			
T	37.259512523	-79.101539937	246.1			
T	36.484829283	-79.609951849	202.0			
T	36.177696550	-79.795816551	217.3			
T	36.077755959	-79.820094830	238.7			
T	36.243606004	-79.605104238	237.5			
T	36.306537010	-79.532294950	191.6			
T	36.374935878	-79.462367404	194.9			
T	36.453869169	-79.381815613	167.3			
T	37.096369414	-78.893697679	200.0			
T	37.216113213	-78.818022432	208.3			
T	37.614737268	-78.614121868	141.2			
T	37.677328444	-78.590356577	171.1			
T	37.785817172	-78.582258690	129.0			
T	37.645225306	-78.690550674	170.8			
T	37.576939134	-78.729865690	254.3			
T	37.064263242	-79.028912882	164.1			
T	36.534721149	-79.339852860	114.3			
T	36.202580578	-79.514321259	225.5			
T	36.133751750	-79.522433611	201.4			
T	36.306689292	-79.279567074	197.1			
T	36.640998122	-78.974324420	134.7			
T	37.416542210	-78.493304816	144.5			
T	38.090910233	-78.253989415	160.8			
T	38.175883660	-78.297495151	159.5			
T	37.760053682	-78.580029000	103.4			
T	36.975338351	-79.015525206	169.3			
T	36.436315893	-79.293109432	162.0			
T	36.357925333	-79.330615276	209.0			
T	36.178167931	-79.373374796	197.8			
T	36.170040624	-79.356472548	195.8			
T	36.170019477	-79.339426306	205.2			
T	36.277194714	-79.167745602	193.4			
T	36.336569446	-79.103377063	181.3			
T	36.730957435	-78.761942277	122.0			
T	37.075469298	-78.575807178	130.1			
T	37.145465552	-78.546467265	173.2			
T	37.387162430	-78.518106515	163.6			
T	37.480918043	-78.619988475	169.0			
T	37.450231514	-78.815979525	215.8			
T	37.339005458	-79.107323834	251.4			
T	37.287750475	-79.251870124	245.9			
T	37.214752347	-79.634935441	265.5			
T	37.264720782	-80.029696428	313.0			
T	37.286864982	-80.082090303	313.1			
T	37.309046068	-80.129725426	551.5			
T	37.336794779	-80.173084735	565.3			
T	37.417725894	-80.320639791	738.8			
T	37.400176090	-80.313374768	696.8			
T	37.376807911	-80.295161355	755.0			
T	37.353580764	-80.277071290	531.5			
T	37.319550050	-80.242647976	568.6			
T	37.280835042	-80.208112106	696.5			
T	37.041212126	-79.967962062	372.8			
T	36.778639754	-79.709766539	340.4			
T	36.589276040	-79.548266332	196.8			
T	36.543530390	-79.507074859	154.9			
T	36.621639652	-79.580659999	227.6			
T	36.802948078	-79.795397569	378.4			
T	36.842441709	-79.844681987	463.9			
T	36.992818826	-80.109861321	667.6			
T	37.013352030	-80.155559429	780.8			
T	37.029131455	-80.191310379	802.0			
T	37.055817889	-80.282386546	743.7			
T	36.952071393	-80.125391662	657.4			
T	36.677741549	-79.720125565	298.9			
T	36.484966309	-79.421669356	137.6			
T	36.379486390	-79.259543410	180.7			
T	36.375164159	-79.255290767	180.9			
T	36.453779245	-79.435350854	165.0			
T	36.480438743	-79.484429812	200.6			
T	36.520842023	-79.552070193	190.8			
T	36.561680339	-79.620581410	240.3			
T	36.602977383	-79.689981227	212.6			
T	36.649455606	-79.765094169	244.6			
T	36.691930199	-79.836434553	257.3			
T	36.861274658	-80.159503980	401.7			
T	36.880924127	-80.213979415	673.8			
T	36.900372812	-80.263919326	749.1			
T	36.904682371	-80.422514023	753.8			
T	36.894628127	-80.425885165	733.7			
T	36.775975851	-80.362041205	990.5			
T	36.538461461	-80.099565868	277.5			
T	36.387954314	-79.828774690	208.8			
T	36.370583698	-79.788170605	193.7			
T	36.361953290	-79.752566435	236.2			
T	36.357637643	-79.721619450	233.8			
T	36.353322650	-79.695107877	254.5			
T	36.379176203	-79.656312692	238.5			
T	36.396547097	-79.670060022	203.7			
T	36.418372548	-79.684024407	247.3			
T	36.584294880	-79.885229813	236.7			
T	36.630619373	-79.956994008	329.4			
T	36.854577153	-80.358321483	813.7			
T	36.874585097	-80.418267527	764.9			
T	36.909614700	-80.692268643	769.0			
T	36.839503491	-80.750939138	761.6			
T	36.814678765	-80.741388304	799.7			
T	36.785101619	-80.726238183	759.1			
T	36.746022030	-80.699983773	794.4			
T	36.421753758	-80.395157766	348.7			
T	36.177626569	-80.047765201	273.0			
T	36.141178701	-79.976432910	248.3			
T	36.069937143	-79.790305962	252.1			
T	36.066057912	-79.760777098	239.5			
T	36.070032542	-79.698071423	231.5			
T	36.081834433	-79.711096306	230.5			
T	36.370594364	-80.083398841	231.6			
T	36.615375997	-80.437095828	435.6			
T	36.647148478	-80.492401938	796.9			
T	36.756065252	-80.805435398	796.5			
T	36.624329599	-80.677699519	501.4			
T	36.365244249	-80.320761379	321.5			
T	36.314364553	-80.239644507	316.0			
T	36.081689772	-79.824516564	249.1			
T	36.046502796	-79.751519906	230.7			
T	35.954484655	-79.517138738	185.2			
T	35.946951923	-79.488350005	197.5			
T	35.988858360	-79.467716069	186.2			
T	36.015764343	-79.492575607	194.9			
T	36.046781551	-79.521858722	187.2			
T	36.306412373	-79.815537424	254.7			
T	36.602076460	-80.252054333	369.3			
T	36.849349794	-80.719428563	833.7			
T	36.874786196	-80.772198802	612.7			
T	36.915863008	-80.891325867	657.0			
T	36.804820069	-80.744231434	702.9			
T	36.519957998	-80.260317310	315.8			
T	36.370583114	-79.792574476	179.5			
T	36.357637643	-79.721619450	233.8			
T	36.366407511	-79.414002529	169.5			
T	36.375084168	-79.369852126	147.2			
T	36.388085456	-79.338714330	131.6			
T	36.401177090	-79.311866740	145.6			
T	36.793662819	-79.366962670	198.0			
T	37.016096277	-79.620800692	246.4			
T	37.105098468	-79.952870875	391.7			
T	37.104869582	-79.992287426	515.8			
T	37.098869168	-80.031196846	475.1			
T	37.087674194	-80.059755915	435.7			
T	36.992817827	-80.124416911	806.3			
T	36.967300199	-80.117172640	673.1			
T	36.941956758	-80.100351934	599.3			
T	36.812800958	-79.918564624	419.1			
T	36.793330892	-79.540972027	217.0			
T	36.888057038	-79.308041634	201.2			
T	37.053531611	-79.117741084	177.5			
T	37.096043942	-79.095739547	176.8			
T	37.310430785	-79.134274581	236.1			
T	37.344807197	-79.178486765	300.9			
T	37.442141667	-79.500300089	519.1			
T	37.406025512	-79.896604830	432.8			
T	37.286703335	-80.153001068	470.3			
T	37.082206735	-80.315034829	737.6			
T	36.865683445	-80.236081850	641.4			
T	36.792611657	-80.077196314	360.1			
T	36.778412361	-80.010193736	313.0			
T	36.812929366	-79.555297377	250.6			
T	37.128404270	-78.989947875	180.8			
T	37.199180639	-78.924786136	185.5			
T	37.718944889	-78.898122896	198.4			
T	37.959326549	-79.312594078	478.9			
T	37.966659288	-79.395912077	440.0			
T	37.654260801	-80.012853611	969.0			
T	37.319746919	-80.212132781	730.4			
T	37.264150624	-80.221534394	720.1			
T	36.997937093	-80.149180006	756.8			
T	36.947011691	-80.105633592	486.4			
T	36.901711521	-80.058375377	394.9			
T	36.739763630	-79.647769318	225.4			
T	36.735076437	-79.563754507	239.6			
T	36.735194172	-79.479859354	248.5			
T	36.868371048	-78.961093418	151.0			
T	37.145283026	-78.650943781	148.7			
T	37.334487181	-78.714575712	175.6			
T	37.362936605	-78.752472755	186.4			
T	37.437989099	-79.050189261	254.1			
T	37.431942101	-79.122962669	233.9			
T	37.419863395	-79.201009413	235.8			
T	37.231290722	-79.655383944	281.9			
T	37.176101370	-79.733675694	272.1			
T	36.792345822	-80.105389574	373.3			
T	36.738449170	-80.132897998	446.7			
T	36.502305902	-80.154599012	322.3			
T	36.480043636	-80.129818980	296.8			
T	36.462475312	-79.810556234	183.0			
T	36.489177232	-79.717709561	160.0			
T	37.059042760	-78.926358903	152.0			
T	37.432592120	-78.776235186	229.4			
T	37.724643922	-78.924661814	252.8			
T	37.661243648	-79.356757463	693.3			
T	37.326148627	-79.759558120	360.2			
T	37.253405094	-79.822166049	308.7			
T	36.856832721	-80.021238061	397.3			
T	36.691915406	-79.993971119	285.3			
T	36.682433147	-79.965456402	278.9			
T	36.974472164	-79.387941806	298.4			
T	37.063641253	-79.288706676	239.3			
T	37.165795478	-79.186295187	244.0			
T	37.282055753	-79.090167519	377.7			
T	37.402951464	-78.995687704	257.1			
T	37.533938244	-78.907764771	241.1			
T	37.669821601	-78.827076761	151.3			
T	38.593319377	-78.644099707	701.5			
T	38.642068217	-78.675372639	323.3			
T	38.667006385	-78.703324942	327.5			
T	38.684375347	-78.744420121	367.8			
T	38.683714867	-78.793538067	425.1			
T	38.658346563	-78.856878848	535.0			
T	37.967026418	-79.490540574	429.8			
T	37.424493046	-79.799648137	454.9			
T	37.025573102	-79.927855219	314.8			
T	36.974427418	-79.668273874	283.5			
T	37.198584313	-79.289820120	169.2			
T	37.248414759	-79.238081799	207.3			
T	37.680719794	-79.040523918	220.3			
T	38.061879160	-79.129786456	566.7			
T	38.161107309	-79.182198837	470.2			
T	38.529728278	-79.515155677	1050.2			
T	38.554715027	-79.834031764	881.7			
T	38.285937656	-80.060014360	816.3			
T	38.206810276	-80.082813429	822.0			
T	37.697353409	-80.069680036	433.8			
T	37.629023566	-80.042862443	931.2			
T	37.349083629	-79.770693562	494.1			
T	37.326003958	-79.708647586	305.0			
T	37.396202716	-79.299673030	249.4			
T	37.443158125	-79.220788447	237.3			
T	38.190336083	-79.106415249	456.9			
T	38.497634514	-79.467270358	987.3			
T	38.499063644	-79.873291666	941.2			
T	38.452602579	-79.924370689	1421.4			
T	38.039141288	-80.114604301	851.3			
T	37.957997287	-80.118890611	645.5			
T	37.536770828	-79.988356418	640.4			
T	37.482093492	-79.942744815	390.5			
T	37.309362455	-79.576111143	281.2			
T	37.497027028	-79.161366989	219.6			
T	37.557636057	-79.116483196	255.6			
T	37.999608536	-79.032068799	466.9			
T	38.083522829	-79.055188335	438.4			
T	38.478416941	-79.342226741	714.5			
T	38.531167241	-79.407245739	899.8			
T	38.683524973	-79.790981576	940.1			
T	38.684107892	-79.864421071	1109.3			
T	38.667636115	-79.936867774	726.6			
T	38.339085885	-80.251477303	1028.6			
T	37.924922619	-80.304526498	724.2			
T	37.838132171	-80.283799433	611.6			
T	37.451588130	-80.044372886	768.9			
T	37.416929029	-79.984892008	446.7			
T	37.388352393	-79.921227377	403.3			
T	37.371859024	-79.853617313	402.7			
T	37.550608487	-79.337665765	283.7			
T	37.865414322	-79.221426304	739.5			
T	37.945203919	-79.224129584	576.2			
T	38.349158767	-79.397272220	784.4			
T	38.741159283	-79.787097929	1167.4			
T	38.735916557	-80.193595545	716.5			
T	38.695056855	-80.245120991	861.9			
T	38.387428361	-80.409952108	1045.5			
T	38.319258837	-80.419166936	1059.1			
T	38.032858757	-80.372830251	756.1			
T	37.985802616	-80.339315547	620.4			
T	37.826115215	-80.058403493	506.4			
T	37.826466967	-80.003801767	380.4			
T	37.825883790	-79.943626295	962.8			
T	37.939961579	-79.651359855	463.3			
T	38.013064830	-79.568998252	517.8			
T	38.054125049	-79.535688484	551.7			
T	38.095028858	-79.518991456	714.0			
T	38.129438555	-79.502095528	617.4			
T	38.172062531	-79.496490046	713.6			
T	38.362297663	-79.578968789	1209.0			
T	38.398308102	-79.620655429	1171.5			
T	38.504166506	-79.945158241	1177.9			
T	38.355589132	-80.329585867	983.4			
T	38.028161676	-80.569489003	1142.1			
T	37.800333744	-80.590753576	616.9			
T	37.799281182	-80.366766487	711.7			
T	37.825110980	-80.309720082	700.6			
T	38.086435279	-79.920479140	671.0			
T	38.142201698	-79.866745541	699.0			
T	38.383083275	-79.761519587	1065.9			
T	38.429365716	-79.946700764	1273.3			
T	38.420209672	-80.017024172	1034.2			
T	38.289947712	-80.409761186	1076.5			
T	38.181344223	-80.591867303	899.1			
T	37.743513562	-81.011038213	762.1			
T	37.680152828	-81.051542138	864.5			
T	37.454341725	-81.169571563	808.4			
T	37.465828683	-81.041319926	743.2			
T	37.761668613	-80.590290241	710.7			
T	38.228759050	-80.194196747	1102.2			
T	38.329872837	-80.133472795	1120.4			
T	38.759717791	-80.078234650	883.4			
T	38.631769336	-80.354738467	702.5			
T	38.552760227	-80.430374213	703.6			
T	37.842028415	-80.833931704	742.1			
T	37.436478714	-80.982740875	787.5			
T	36.915490579	-81.113394348	682.3			
T	36.746098680	-81.010336474	813.6			
T	36.736515201	-80.970488792	690.1			
T	36.814196443	-80.508968748	776.5			
T	37.170452363	-79.842952687	329.0			
T	37.698849130	-79.302441181	663.7			
T	38.047884695	-79.136083580	528.1			
T	37.972856197	-79.518398543	478.9			
T	37.320413805	-80.028973559	347.0			
T	36.998480010	-80.222168378	783.1			
T	36.587918099	-80.401074736	402.8			
T	36.434907072	-80.339055053	292.5			
T	36.493568568	-79.978377927	232.5			
T	36.852900326	-79.370666543	214.0			
T	37.570904059	-78.719934701	243.9			
T	37.877283710	-78.615010500	166.0			
T	37.657198337	-78.870981549	197.7			
T	37.154876004	-79.261255903	197.1			
T	36.953804566	-79.407508045	272.0			
T	36.453602334	-79.747621363	209.3			
T	36.392248524	-79.784814434	209.3			
T	36.260089207	-79.791408187	256.0			
T	36.539008075	-79.443758875	222.5			
T	37.085558537	-78.983209513	173.0			
T	37.577194210	-78.698092749	192.8			
T	37.614210649	-78.683355305	191.6			
T	37.589022061	-78.770955064	223.2			
T	37.042893657	-79.162291013	201.2			
T	36.933813128	-79.239562138	174.4			
T	36.379183735	-79.607820307	189.3			
T	36.153519691	-79.752071119	264.6			
T	36.121449649	-79.754882265	239.9			
T	36.414220253	-79.378014248	187.9			
T	36.934160244	-78.941457966	151.6			
T	37.380659024	-78.683733078	157.4			
T	37.415571722	-78.674559782	209.7			
T	37.357130233	-78.768454792	182.8			
T	36.873329922	-79.156036395	139.5			
T	36.779167141	-79.226408415	169.8			
T	36.268627000	-79.592613625	197.0			
T	36.023203747	-79.746316730	222.7			
T	36.011640739	-79.725047398	210.5			
T	36.223187441	-79.462846275	193.0			
T	36.740464128	-79.031876027	168.1			
T	37.374784779	-78.699829350	201.9			
T	37.638984432	-78.691243829	167.9			
T	37.638765812	-78.717953736	107.9			
T	37.373754917	-79.064407599	226.1			
T	36.832691758	-79.531863259	278.2			
T	36.293834692	-79.888832911	261.6			
T	36.193895213	-79.907933218	260.4			
T	36.206178910	-79.883050126	249.1			
T	36.230982388	-79.845923669	244.2			
T	36.607815346	-79.452483559	154.8			
T	37.310836504	-78.976685134	259.2			
T	38.003145270	-78.762819565	234.2			
T	38.035155925	-78.967999376	412.6			
T	37.532322373	-79.448118904	687.5			
T	36.857009428	-79.940478612	369.4			
T	36.584124628	-80.085748881	311.9			
T	37.171034651	-79.574249867	262.7			
T	37.292810169	-79.489788390	250.4			
T	37.425354600	-79.402169605	273.4			
T	38.242663118	-78.982343242	430.8			
T	38.507064581	-78.922816227	437.3			
T	38.125445515	-79.195005281	495.0			
T	37.464268161	-79.588578817	736.3			
T	36.856810369	-79.987965990	328.3			
T	36.634659109	-80.150208179	346.1			
T	36.743945590	-80.063428498	357.5			
T	36.958176520	-79.884801443	374.0			
T	37.768874196	-79.376542320	292.8			
T	38.204629239	-79.163194815	437.4			
T	37.965777294	-79.273491648	484.2			
T	37.264741883	-79.646138729	295.4			
T	36.658762305	-80.009794999	266.6			
T	36.400610693	-80.170438150	204.1			
T	36.383191631	-80.181780229	267.5			
T	36.440249996	-80.107929487	297.4			
T	36.484668543	-80.067453648	322.8			
T	36.969265493	-79.668130099	290.5			
T	37.705054082	-79.221725983	664.1			
T	37.768228085	-79.186946028	1154.1			
T	37.813096749	-79.163323137	1208.4			
T	37.845495090	-79.145483091	858.0			
