type	latitude	longitude	altitude (m)	name	desc	kml_folder
T	37.851939625	-79.123266484	775.5			
T	37.042202298	-79.440690633	231.8			
T	36.773744158	-79.582992693	256.7			
T	36.754280773	-79.610740038	226.4			
T	37.242819681	-79.343897857	208.1			
T	37.845498222	-79.057856179	767.1			
T	38.228278025	-78.948662891	351.3			
T	37.918088342	-79.180848341	472.2			
T	37.220381373	-79.594963818	278.1			
T	36.625935457	-79.961233730	336.4			
T	36.649405958	-79.944575945	314.7			
T	37.052808454	-79.646010647	240.8			
T	37.556743815	-79.321758278	265.6			
T	37.624385866	-79.283044324	281.5			
T	37.686362537	-79.259895460	409.4			
T	37.143866098	-79.573884063	277.6			
T	36.630629498	-79.952405539	327.5			
T	36.457265096	-80.257113488	263.5			
T	36.466069650	-80.285069450	269.5			
T	36.671126724	-80.398996440	726.9			
T	36.736602909	-80.412732521	910.7			
T	37.451715859	-80.444022677	985.3			
T	37.584471020	-80.457058450	725.9			
T	37.932734624	-80.527700408	680.5			
T	37.666144941	-80.527377993	683.1			
T	37.578941128	-80.514587608	680.0			
T	36.662595074	-80.153078761	526.6			
T	36.264359610	-79.860904593	253.0			
T	36.226835598	-79.819857045	223.5			
T	36.198075511	-79.779732850	241.7			
T	36.182147045	-79.539833639	184.8			
T	36.206635493	-79.535777262	201.5			
T	36.235467924	-79.531722416	215.2			
T	36.268716753	-79.536320466	232.3			
T	36.310762655	-79.545408901	216.8			
T	36.357679926	-79.559066090	193.4			
T	36.877290783	-79.851359936	283.6			
T	36.922345219	-79.882635556	355.5			
T	36.963187282	-79.914059179	328.1			
T	36.994167595	-79.940314294	433.1			
T	37.014988654	-79.956336608	357.9			
T	37.030667635	-79.972075096	377.0			
T	37.004446518	-79.979873300	426.2			
T	36.973325440	-79.963054204	364.8			
T	36.630812104	-79.704642654	259.1			
T	36.178154118	-79.360572952	201.1			
T	36.000282605	-79.227345726	206.1			
T	36.105815950	-79.311405245	163.7			
T	36.157909777	-79.352468661	200.0			
T	36.214942661	-79.398478028	202.4			
T	36.277226572	-79.445329356	214.2			
T	36.344846219	-79.493149916	218.7			
T	36.414077706	-79.542031664	194.7			
T	36.484844369	-79.596503224	201.7			
T	36.557080213	-79.652221971	189.0			
T	36.916781193	-79.978145389	407.0			
T	36.941921771	-80.008873350	457.2			
T	36.957137301	-80.067960448	464.8			
T	36.730181538	-79.903770125	335.5			
T	36.353407084	-79.519504258	202.7			
T	36.186206519	-79.304864228	191.9			
T	36.161846315	-79.250235106	195.4			
T	36.310995158	-79.388442142	213.9			
T	36.362071490	-79.436031201	155.7			
T	36.414094266	-79.488839145	187.8			
T	36.803014461	-79.884929346	371.8			
T	36.842252470	-79.925245671	355.2			
T	36.982581347	-80.060476282	398.4			
T	36.947547501	-79.961192744	402.0			
T	36.668433218	-79.581375729	186.7			
T	36.621680427	-79.521120094	197.0			
T	36.584699367	-79.475359344	135.3			
T	36.427519755	-79.235608756	176.1			
T	36.521242195	-79.277015848	137.9			
T	36.562145270	-79.307466101	153.7			
T	36.608056294	-79.338211737	182.9			
T	37.198019139	-79.769460968	241.9			
T	37.417706297	-79.892139885	439.2			
T	37.187464216	-79.559507174	247.0			
T	36.793839704	-79.235243211	158.0			
T	36.740263664	-79.199936358	179.2			
T	36.692499476	-79.169569912	174.1			
T	36.548408636	-79.126654623	158.7			
T	36.828118395	-79.371084656	225.2			
T	36.902787768	-79.427205148	239.1			
T	36.989934605	-79.484612011	277.9			
T	37.555434699	-79.873975415	430.6			
T	37.904466118	-80.130855873	906.9			
T	37.852056337	-80.087865519	638.2			
T	37.800190811	-80.050912713	416.9			
T	37.198279447	-79.619580970	281.3			
T	36.659457798	-79.267938909	204.0			
T	36.548480376	-79.212721701	110.3			
T	36.897749226	-79.427246779	243.2			
T	36.979531095	-79.470098039	256.7			
T	37.495174967	-79.750698890	339.8			
T	37.617593389	-79.819088067	379.5			
T	37.667325744	-79.842814486	321.8			
T	37.698753118	-79.860499974	383.8			
T	37.743174567	-79.884443003	725.2			
T	37.756015032	-79.879750403	517.7			
T	37.399703183	-79.664736788	620.7			
T	36.725778560	-79.316951574	198.4			
T	36.366629585	-79.145565282	170.9			
T	36.345127058	-79.133565389	177.8			
T	36.383935007	-79.144630335	179.8			
T	36.964451105	-79.286719367	211.8			
T	37.673680874	-79.468822476	296.3			
T	37.860401425	-79.495907095	386.7			
T	37.769221577	-79.436134457	347.3			
T	37.182132065	-79.185588384	224.1			
T	36.764625150	-79.048952840	141.2			
T	36.759713061	-79.068012776	189.2			
T	37.484774674	-79.214021360	167.1			
T	37.593817836	-79.231004484	256.2			
T	37.680092691	-79.249384270	419.2			
T	37.755701088	-79.263168302	609.8			
T	37.833098535	-79.282692312	402.3			
T	37.898996725	-79.291917245	572.9			
T	37.905309229	-79.247599661	549.6			
T	37.698806322	-79.173649874	355.5			
T	37.048480792	-78.976157358	114.9			
T	36.794198737	-78.924539375	109.2			
T	36.959849099	-79.031091057	181.1			
T	37.551121870	-79.206224073	645.7			
T	38.194238180	-79.410474542	533.1			
T	38.274336007	-79.450298310	662.4			
T	38.101876151	-79.655036649	547.6			
T	37.625399559	-79.027933246	219.5			
T	37.742961065	-79.085360797	288.9			
T	38.062195906	-79.349689958	483.2			
T	38.109594819	-79.388581228	703.6			
T	38.340033325	-79.584535653	1225.5			
T	38.340162077	-79.572841361	966.3			
T	38.317974196	-79.555085275	794.3			
T	38.296258403	-79.531619908	598.2			
T	38.061686513	-79.282050602	575.5			
T	38.013755020	-79.227307056	619.7			
T	37.724562328	-78.951623141	217.1			
T	37.607429358	-78.832795399	155.8			
T	37.839162333	-79.003482828	475.3			
T	38.414458779	-79.520572661	1075.4			
T	38.793689388	-79.962916828	1002.0			
T	38.819329236	-80.001847826	703.5			
T	38.828807726	-80.096041205	714.3			
T	38.413909538	-79.868966169	851.1			
T	37.920030507	-79.507081851	563.5			
T	37.866989515	-79.457478055	421.3			
T	37.814422519	-79.419490593	335.1			
T	37.655269196	-79.282186789	375.4			
T	37.711421840	-79.296753016	466.2			
T	37.742920242	-79.317542537	455.2			
T	38.258791300	-79.635525454	816.5			
T	38.537485098	-79.887219296	1293.6			
T	38.074547025	-79.535832231	682.9			
T	37.461558732	-79.095472863	237.0			
T	37.182865433	-78.896153432	159.8			
T	37.299526664	-78.926752385	196.4			
T	37.918750247	-79.263758555	588.5			
T	38.267159499	-79.502465947	725.5			
T	38.332867571	-79.555226775	920.8			
T	38.499422681	-79.783733347	860.1			
T	37.998665379	-79.613537514	492.6			
T	37.282089744	-79.221708293	231.9			
T	36.954701770	-78.997674343	172.2			
T	36.954677582	-78.934959965	118.3			
T	37.473342967	-79.120833042	267.2			
T	37.563467404	-79.168868153	320.8			
T	37.649139801	-79.218400114	303.1			
T	38.013730320	-79.462584915	469.0			
T	38.054143373	-79.496268541	589.6			
T	38.081641046	-79.592405404	483.2			
T	37.737068417	-79.468703979	354.5			
T	37.344785091	-79.204014543	275.0			
T	37.310456721	-79.169834137	259.1			
T	37.276393862	-79.135992505	259.7			
T	37.209854353	-79.064201180	221.7			
T	37.220812799	-79.078585662	229.0			
T	37.231765501	-79.103066239	260.4			
T	37.237238621	-79.132931417	248.8			
T	37.248391712	-79.167605951	268.4			
T	37.259566949	-79.202391714	239.7			
T	37.203974758	-79.539692936	271.6			
T	37.079152227	-79.700654058	257.5			
T	36.943224080	-79.773242225	272.7			
T	36.979703809	-79.586187947	278.8			
T	37.000427995	-79.533136379	249.9			
T	37.304706170	-79.104106619	231.1			
T	37.656304226	-78.951232747	181.6			
T	37.885462858	-79.253737142	494.2			
T	37.820993398	-79.768708482	369.7			
T	37.775545762	-79.832010930	643.7			
T	37.376513878	-80.130796596	594.4			
T	37.148425711	-79.941012769	529.5			
T	37.095380724	-79.391150202	172.1			
T	37.106275159	-79.282551660	158.0			
T	37.271723861	-78.812637700	193.8			
T	37.558405711	-78.826726512	120.9			
T	38.014072615	-79.361747831	649.4			
T	38.150082533	-80.146840126	708.1			
T	37.879193584	-80.520066519	649.1			
T	37.819860730	-80.544468187	562.6			
T	37.269076112	-80.313017980	483.3			
T	37.213789217	-80.231147439	398.1			
T	36.990062932	-79.571815125	267.6			
T	36.969155775	-79.450799800	255.7			
T	36.955013276	-78.828710735	130.9			
T	37.012254469	-78.652539239	149.1			
T	37.379702699	-79.002442331	226.7			
T	37.548097777	-79.626613176	242.7			
T	37.543096260	-79.715770352	299.3			
T	37.525591070	-79.825201474	377.8			
T	37.071502549	-80.343191593	764.9			
T	36.839958449	-80.308957040	782.6			
T	36.791230040	-80.274662154	450.1			
T	36.579704770	-79.871283016	259.0			
T	36.664149008	-79.157095670	146.8			
T	36.903611394	-78.934369965	169.9			
T	37.106907165	-78.996438847	187.1			
T	37.160806812	-79.032365028	200.3			
T	37.447339897	-79.541733769	513.0			
T	37.445904595	-79.624521321	669.9			
T	37.224849275	-80.091720288	688.2			
T	36.890812486	-80.224612794	764.1			
T	36.720588741	-79.991585473	285.2			
T	36.852730588	-79.422873157	233.5			
T	37.248674545	-79.021538134	220.6			
T	37.521260308	-79.123599282	238.8			
T	37.604323553	-79.717799865	582.0			
T	37.252442172	-80.290849039	442.3			
T	36.992373044	-80.420500933	687.1			
T	36.971498163	-80.407855312	767.2			
T	36.931856150	-80.046543364	453.3			
T	36.947623714	-79.941938551	369.6			
T	36.968691984	-79.837140995	332.3			
T	37.270942488	-79.040266372	242.4			
T	37.504361020	-78.706145304	210.7			
T	37.553127334	-78.653286549	146.5			
T	37.917977457	-78.515806346	181.9			
T	38.114166550	-78.769064376	476.7			
T	38.099481784	-78.838619697	412.4			
T	37.692365272	-79.383019868	348.7			
T	37.021144401	-79.693913154	275.4			
T	36.852595867	-79.541504394	261.4			
T	37.096101757	-79.066182655	165.5			
T	37.607903945	-78.700007011	206.1			
T	37.701947251	-78.673472759	138.8			
T	37.740195022	-78.674562308	155.5			
T	37.869113086	-78.764775071	282.2			
T	37.594353187	-79.109293179	411.8			
T	36.918071085	-79.561264806	255.5			
T	36.602999368	-79.671713457	214.2			
T	36.735194172	-79.479859354	248.5			
T	37.509658499	-78.951600555	172.7			
T	38.399282631	-78.635332205	292.0			
T	38.633240039	-78.639807220	418.7			
T	38.609487527	-78.660555159	403.3			
T	37.730507537	-79.059070860	279.9			
T	36.764294398	-79.428347846	211.6			
T	36.520903630	-79.434851026	174.7			
T	36.740267397	-79.125266908	139.7			
T	36.808667484	-79.060177336	156.4			
T	37.677698688	-78.450700469	132.4			
T	38.000476348	-78.313872647	128.6			
T	38.204623638	-78.304508180	143.1			
T	37.564544523	-78.768130271	282.7			
T	36.823481108	-79.186857833	178.7			
T	36.740247339	-79.232601206	189.0			
T	36.449517350	-79.328383139	159.4			
T	36.608210933	-79.063851164	138.4			
T	37.210991399	-78.617797489	147.2			
T	37.696679844	-78.447956771	94.7			
T	37.728497904	-78.448765457	143.0			
T	37.651773543	-78.652387685	161.9			
T	37.595531857	-78.706672792	212.8			
T	37.516039109	-78.773018606	168.8			
T	37.426602578	-78.844090507	217.2			
T	37.339462592	-78.918425851	232.2			
T	37.243216739	-78.991695653	207.3			
T	37.139064082	-79.063542801	211.5			
T	37.037678750	-79.143010458	164.6			
T	36.366248885	-79.598762646	198.3			
T	36.165679493	-79.714277569	234.5			
T	36.310780725	-79.523609539	195.2			
T	36.370621671	-79.466783179	191.0			
T	36.980508320	-78.966736423	179.0			
T	37.633007160	-78.659905115	155.3			
T	37.701464956	-78.770396386	162.0			
T	37.503767665	-78.904994504	224.3			
T	37.414668177	-78.958748382	217.1			
T	36.735382849	-79.302722232	186.6			
T	36.239747428	-79.441242181	183.2			
T	36.223048037	-79.247905735	209.4			
T	36.252100666	-79.199269697	202.1			
T	36.692866799	-78.840375528	94.8			
T	37.249175915	-78.865255719	230.3			
T	37.299574449	-78.906439106	197.4			
T	37.350903909	-78.953293780	254.4			
T	37.402906635	-79.026597738	234.3			
T	37.399662528	-80.035133875	624.3			
T	37.082395610	-80.521958671	627.7			
T	37.045065764	-80.545583603	594.7			
T	37.002873496	-80.558354031	735.7			
T	36.780826322	-80.353278723	984.3			
T	36.761816244	-80.285147264	465.4			
T	36.738064866	-80.188851039	443.0			
T	36.724587936	-80.084986253	368.3			
T	36.711004104	-79.976888291	323.1			
T	36.706233384	-79.865073952	237.5			
T	36.701449767	-79.744185416	253.1			
T	36.701514478	-79.623614802	250.0			
T	36.706456875	-79.503071903	223.5			
T	36.794142776	-78.802060224	116.1			
T	36.878706598	-78.812329448	158.4			
T	37.063382584	-79.420968631	187.4			
T	37.034033055	-80.099028425	559.4			
T	36.834695451	-80.445844497	856.7			
T	36.615960253	-80.226199410	330.6			
T	36.475974743	-79.462045404	148.5			
T	36.476106570	-79.376983829	149.1			
T	36.485206729	-79.296119008	119.1			
T	36.641069327	-78.932911533	127.8			
T	36.673962292	-78.934734682	122.2			
T	37.242790543	-79.429389402	234.2			
T	37.393864980	-80.060391773	519.8			
T	37.314132053	-80.216637445	531.0			
T	36.930909041	-80.262726188	728.4			
T	36.556907425	-79.770114759	220.1			
T	36.485173908	-79.314057256	152.0			
T	36.575901945	-79.184266496	134.8			
T	36.897756824	-79.690030602	264.7			
T	36.992279805	-80.367025035	737.0			
T	36.874359259	-80.714560662	829.6			
T	36.794870496	-80.713903134	775.2			
T	36.606789554	-80.197681458	347.9			
T	36.575512088	-79.475369198	160.3			
T	36.608173804	-79.233059288	156.5			
T	36.711301944	-79.438072054	237.2			
T	36.739959490	-79.517172523	244.8			
T	36.946337081	-80.264552901	724.6			
T	36.950664163	-80.351814909	667.9			
T	36.926158590	-80.835562536	648.3			
T	36.819708810	-80.766123641	710.6			
T	36.735910497	-80.552813729	775.7			
T	36.707968874	-80.455225232	926.2			
T	36.561602278	-79.693181626	172.9			
T	36.498664554	-79.295722274	136.9			
T	36.570927647	-79.470830059	167.7			
T	36.802721184	-79.988571017	289.9			
T	36.876231679	-80.180111217	558.9			
T	37.008793723	-80.759593580	657.7			
T	37.008840583	-80.798712338	731.4			
T	36.900709627	-80.878490194	691.6			
T	36.689484810	-80.429347301	771.9			
T	36.682443481	-79.960830616	316.5			
T	36.696731480	-79.887697419	267.2			
T	36.907922964	-79.565929157	232.0			
T	37.187259419	-79.639311819	264.2			
T	37.207859947	-80.130241836	842.4			
T	36.864072516	-80.645699156	726.9			
T	36.623046636	-80.769299386	849.3			
T	36.750435625	-80.489570632	780.2			
T	36.805132105	-80.417898510	892.4			
T	37.388292701	-79.952042202	369.4			
T	37.909704806	-79.805218630	486.0			
T	37.741930455	-80.073339700	456.3			
T	37.658970651	-80.135916328	497.4			
T	36.950784455	-80.593429042	947.6			
T	36.577185247	-80.783124592	532.9			
T	36.712538391	-80.609744037	765.1			
T	37.445316864	-80.121553083	445.7			
T	38.031129272	-79.945319377	586.2			
T	38.024575583	-79.984208276	922.4			
T	37.268864610	-80.363558171	611.6			
T	37.163587957	-80.409885466	617.6			
T	36.541800539	-80.721620087	363.1			
T	36.500721321	-80.754231902	379.1			
T	36.624149539	-80.696053320	478.9			
T	37.319231059	-80.461709917	646.2			
T	37.729190802	-80.482535272	590.8			
T	37.483191652	-80.626193285	676.0			
T	37.061391285	-80.759797742	614.2			
T	36.977592041	-80.787687842	640.2			
T	36.477133910	-80.979304592	810.1			
T	36.594758224	-80.928895593	766.5			
T	37.258047695	-80.690998481	591.2			
T	37.366222561	-80.668955777	586.6			
T	37.932905101	-80.666768990	732.2			
T	37.841476583	-80.778717546	833.8			
T	37.782848453	-80.795572960	562.5			
T	37.013463563	-80.961021983	746.6			
T	36.920415854	-80.979115407	876.1			
T	36.526227706	-81.045506520	785.0			
T	36.698294374	-80.933746763	792.4			
T	37.388849923	-80.770790130	639.9			
T	37.472078237	-80.765508707	640.7			
T	37.900658303	-80.833589245	963.5			
T	37.679904574	-80.970581209	800.7			
T	36.982101914	-81.110246523	764.5			
T	36.641695000	-81.166972926	791.0			
T	36.874542863	-81.045493134	799.2			
T	37.699361553	-80.839733067	974.3			
T	38.244066851	-80.903579629	547.7			
T	37.928741631	-81.017342913	758.0			
T	37.071651848	-81.181763738	835.5			
T	36.987886909	-81.199900102	831.2			
T	36.707609258	-81.259275629	891.3			
T	36.977129937	-81.138388862	762.5			
T	37.382906388	-81.038258080	792.3			
T	37.501652309	-81.023001850	738.4			
T	38.247641626	-81.085216627	447.8			
T	38.307018457	-81.097924610	456.4			
T	38.331765371	-81.221491301	350.1			
T	37.467513406	-81.362040504	837.1			
T	37.163778829	-81.406386080	1187.0			
T	37.076884831	-81.416443256	1337.3			
T	36.819780061	-81.448199433	842.6			
T	37.130748264	-81.341805447	1115.5			
T	37.626484064	-81.270827380	537.3			
T	37.707908968	-81.269574276	727.3			
T	38.055701754	-81.357409449	578.0			
T	38.041289203	-81.370703607	550.1			
T	38.012690398	-81.385849352	636.1			
T	37.977641788	-81.393548791	786.1			
T	37.923655600	-81.407558955	417.5			
T	37.864387154	-81.414374986	497.6			
T	37.203097310	-81.443137933	860.3			
T	36.809539938	-81.421073443	967.6			
T	37.061266879	-81.223744724	824.9			
T	37.147202669	-81.185923551	984.7			
T	37.235128321	-81.147149524	769.3			
T	37.331507575	-81.119333276	801.9			
T	37.430487044	-81.090788321	745.7			
T	38.039781025	-81.120309365	562.9			
T	37.514994946	-81.247811851	912.5			
T	37.119955294	-81.308855448	946.0			
T	36.673360852	-81.375847845	888.1			
T	36.649942082	-81.383043958	915.2			
T	36.716533864	-81.313263947	929.6			
T	36.760419682	-81.287919658	1013.5			
T	37.454085890	-81.080542867	787.4			
T	38.040213787	-81.154501751	514.3			
T	38.068599549	-81.172412005	509.3			
T	37.923995201	-81.312617768	650.6			
T	37.864625194	-81.325674512	577.4			
T	37.792201415	-81.334760976	584.3			
T	37.715396621	-81.342372570	688.2			
T	37.615439119	-81.348813275	527.2			
T	37.509982761	-81.352462377	674.7			
T	37.414032393	-81.358036273	844.3			
T	36.692656190	-81.311219815	920.3			
T	37.205963545	-80.983343320	685.4			
T	38.035945242	-80.864225450	847.0			
T	38.165819065	-80.986864270	577.3			
T	38.116180810	-81.011238349	627.7			
T	38.052588842	-81.026480311	621.4			
T	37.119938386	-81.169048273	931.1			
T	36.987383970	-80.965015373	677.7			
T	37.813466331	-80.652972331	743.5			
T	37.906043726	-80.640256848	741.9			
T	38.315298925	-80.688130998	688.1			
T	37.980664625	-80.870685377	811.5			
T	37.228107471	-81.018547453	719.8			
T	37.167745696	-81.025125808	698.0			
T	37.018689818	-80.962175217	704.6			
T	37.342541593	-80.731433517	475.5			
T	37.953146159	-80.653303796	733.7			
T	38.000806265	-80.672137044	958.2			
T	38.135905677	-80.923320427	610.1			
T	37.776190102	-81.078189275	813.1			
T	37.377396572	-80.846049158	454.4			
T	37.359772434	-80.318829608	740.7			
T	37.561609944	-79.863791697	422.1			
T	37.787452633	-80.017313723	457.0			
T	37.919435988	-80.631273647	775.0			
T	37.717941752	-80.989348276	910.2			
T	37.454749228	-80.887591146	620.2			
T	37.336674918	-80.402888777	721.9			
T	37.399370489	-80.107151836	717.0			
T	37.698915568	-79.790738973	324.8			
T	37.743430036	-79.787253955	329.9			
T	38.066702601	-80.060483584	847.7			
T	37.946554317	-80.691294614	757.8			
T	37.525730059	-81.007175662	693.1			
T	37.489664178	-81.009874035	732.7			
T	37.365256420	-80.786925458	1010.8			
T	37.377273812	-80.722271213	789.5			
T	37.788091108	-79.908684896	343.7			
T	38.251560549	-79.635379997	849.0			
T	38.465138747	-79.990370549	1290.0			
T	38.141490738	-80.826735248	643.1			
T	38.064917715	-80.915218540	604.4			
T	37.989354107	-80.996243940	649.1			
T	37.915891020	-81.070452780	667.6			
T	37.842589739	-81.131758942	709.3			
T	37.777297870	-81.188068988	738.5			
T	37.515109753	-81.263719367	819.9			
T	37.514838536	-81.226606788	1057.4			
T	37.635690330	-80.704577641	595.0			
T	37.976059923	-79.913995959	504.1			
T	38.009770074	-79.865563688	610.8			
T	38.242663101	-79.762192653	785.8			
T	38.431376132	-80.278730744	789.2			
T	38.432612821	-80.350132432	802.6			
T	38.221807948	-80.887737366	476.9			
T	37.900875024	-80.977985103	881.9			
T	37.786826102	-80.446965327	703.7			
T	37.792767363	-80.365966127	804.8			
T	38.009678427	-79.775992918	829.4			
T	38.037668635	-79.749028414	609.1			
T	38.072704510	-79.727720236	793.8			
T	38.107844467	-79.717541010	816.5			
T	38.150271491	-79.713176000	869.5			
T	38.193034310	-79.714492277	710.2			
T	38.684183068	-80.066340755	908.1			
T	38.769974439	-80.681052192	363.6			
T	38.235992484	-80.867119776	535.6			
T	38.156108152	-80.858123826	629.2			
T	37.704228922	-80.559925874	605.8			
T	37.672766662	-80.030259566	764.3			
T	38.095058143	-79.643557737	447.9			
T	38.521459655	-79.898347949	1239.2			
T	38.336277798	-80.544601840	720.3			
T	37.757476266	-80.894409907	581.4			
T	37.544214303	-80.863227761	611.2			
T	37.511793514	-80.342333974	772.3			
T	37.886797157	-79.495956628	480.5			
T	38.136371022	-79.502113800	645.1			
T	38.237576087	-80.328087229	1225.7			
T	37.762798257	-81.026044885	790.7			
T	37.173206373	-81.031381067	671.3			
T	37.087571518	-80.932882540	647.3			
T	37.050784276	-80.865997501	656.4			
T	36.876346456	-80.156288618	413.8			
T	36.995246607	-79.547642408	230.9			
T	37.270785254	-79.358483054	206.4			
T	37.880002303	-79.721509680	504.8			
T	37.979150811	-80.338558877	643.1			
T	37.952515421	-80.407902724	747.1			
T	37.436338013	-80.717351292	558.8			
T	36.945588820	-80.322220994	732.9			
T	36.851896692	-80.063588521	319.5			
T	36.832126554	-79.990825182	271.8			
T	36.943867535	-79.301759835	225.0			
T	37.408531843	-79.103550432	181.4			
T	37.717598241	-79.210514902	637.4			
T	37.800466176	-79.261821175	734.7			
T	38.043733278	-79.816694465	683.8			
T	37.528870166	-80.428306037	760.9			
T	36.899623618	-80.402626387	744.2			
T	36.575029067	-79.911939247	267.9			
T	36.631147804	-79.392744525	198.5			
T	37.064314464	-78.989679870	172.7			
T	37.762050036	-79.257564418	552.5			
T	37.960272623	-79.512779798	555.1			
T	37.852169189	-80.071427329	542.2			
T	37.793239903	-80.121068796	465.5			
T	37.098138578	-80.297257126	611.5			
T	36.763973400	-79.962182747	268.6			
T	37.037125034	-79.352901191	229.1			
T	37.293416400	-79.211144501	219.1			
T	37.820700618	-79.381241429	334.4			
T	37.832391734	-79.911230961	898.6			
T	37.163572630	-80.399912391	619.8			
T	36.966330642	-80.426500056	782.3			
T	36.648599720	-80.151640392	348.0			
T	36.928074943	-79.450993321	246.5			
T	37.674383963	-79.078371883	196.7			
T	38.166896046	-79.290657353	896.9			
T	38.224228758	-79.352570319	544.5			
T	38.192602832	-80.070211924	818.9			
T	37.314623863	-80.670355907	482.7			
T	36.834085506	-80.531101812	847.3			
T	36.778546641	-79.869343303	300.4			
T	36.964335459	-79.330166143	266.1			
T	37.111797199	-79.208370620	154.3			
T	37.270778055	-79.388779293	215.4			
T	37.170843153	-79.648887025	300.2			
T	36.649350375	-80.022839439	284.1			
T	36.353568576	-80.002647971	217.3			
T	36.332060003	-79.983317313	235.6			
T	36.336277594	-79.545668946	197.2			
T	36.740537522	-79.003847857	147.4			
T	37.074953136	-78.954519202	160.2			
T	37.106781457	-79.075393646	194.6			
T	36.877554956	-79.470282336	254.2			
T	36.827777216	-79.512917199	260.8			
T	36.413991169	-79.675016594	208.1			
T	36.277226572	-79.445329356	214.2			
T	36.362330346	-79.106203969	157.9			
T	36.678551720	-78.716774634	91.4			
T	36.711889311	-78.703510889	116.4			
T	36.919267599	-78.793790061	136.7			
T	36.924257179	-78.831733699	163.0			
T	36.692482347	-79.252951061	147.2			
T	36.268673774	-79.557971695	212.2			
T	36.231256681	-79.570425392	215.0			
T	36.133849504	-79.450417378	191.5			
T	36.401329805	-79.033008731	170.2			
T	36.617721902	-78.861549752	119.4			
T	36.960102708	-78.847543134	135.2			
T	36.818384716	-79.253207459	206.6			
T	36.357609947	-79.633745516	216.3			
T	36.190087064	-79.629689061	227.2			
T	36.190149789	-79.604038919	203.1			
T	36.480766560	-79.134905176	142.0			
T	37.012092454	-78.793873697	115.3			
T	37.134218250	-78.796186644	171.9			
T	37.080165077	-79.037674221	155.0			
T	37.043047313	-79.088987225	159.3			
T	36.520850650	-79.538545018	177.1			
T	36.181908629	-79.697812985	207.2			
T	36.332176229	-79.414375150	203.1			
T	36.975600005	-78.846063858	121.1			
T	37.345847059	-78.728674405	199.7			
T	36.918734265	-79.153794379	141.2			
T	36.340563441	-79.510665787	211.6			
T	36.157853607	-79.535351890	214.9			
T	36.530324034	-79.068916195	145.5			
T	36.608359843	-78.999776815	149.1			
T	37.335026520	-78.545806423	134.4			
T	37.433193034	-78.662155759	194.7			
T	36.798804125	-79.187969364	145.6			
T	36.281348268	-79.493038530	212.6			
T	36.370831556	-79.317093258	164.3			
T	36.427523902	-79.257826473	131.0			
T	37.096711501	-78.706236438	154.8			
T	37.865657973	-78.368259847	113.9			
T	37.798741973	-78.591568998	147.8			
T	36.893482077	-79.131151996	165.6			
T	36.239773127	-79.419689851	236.1			
T	36.340806815	-79.190795229	185.5			
T	37.216659960	-78.551735834	140.6			
T	37.677812338	-78.418442976	83.7			
T	37.357270278	-78.737688000	209.8			
T	36.530281389	-79.199941463	133.4			
T	36.285591432	-79.249853203	163.6			
T	36.664530168	-78.884738117	132.3			
T	37.487738163	-78.451799592	148.9			
T	37.773208167	-78.513091918	113.0			
T	37.188167317	-78.970634452	173.9			
T	36.353551201	-79.400971318	188.0			
T	36.319515853	-79.349013067	194.5			
T	36.970183876	-78.914333407	124.1			
T	37.759274335	-78.704978062	148.4			
T	37.730700987	-78.999728525	216.9			
T	37.000452453	-79.567102188	282.7			
T	36.427364747	-79.955449054	203.0			
T	36.635396810	-79.824165633	209.3			
T	37.437021589	-79.345151643	333.8			
T	37.852487078	-79.249284201	455.6			
T	37.209109450	-79.694858052	297.6			
T	36.533920859	-80.130801165	306.0			
T	37.203625484	-79.679687334	301.5			
T	37.886007072	-79.330788669	502.0			
T	37.549379607	-79.516337660	504.1			
T	36.625915224	-80.025458322	275.8			
T	36.475592799	-80.129364576	288.4			
T	36.969008914	-79.750223367	288.6			
T	38.047625613	-79.107961593	447.7			
T	38.593799706	-78.946790831	409.5			
T	38.000161173	-79.328427426	518.1			
T	36.822688221	-79.900316275	398.6			
T	36.498042442	-80.059685976	303.0			
T	36.887344752	-79.828059846	293.2			
T	37.506632482	-79.704113734	282.5			
T	38.059257404	-79.997843732	836.6			
T	37.951992034	-80.307576158	749.6			
T	37.264216138	-80.211442889	788.4			
T	36.793328323	-79.714982563	387.9			
T	36.833404166	-79.124869193	189.2			
T	37.408353997	-79.175705190	232.5			
T	37.853750861	-79.742586245	332.5			
T	37.566354956	-80.201286943	967.9			
T	36.982583154	-80.065320108	425.6			
T	36.808070423	-79.517538470	263.3			
T	37.069514202	-79.058001788	165.6			
T	37.563260337	-79.216284189	494.9			
T	37.458756294	-79.899729323	447.6			
T	36.952157291	-80.212246715	725.1			
T	36.692004568	-79.929105433	296.2			
T	36.913742743	-79.106113945	143.6			
T	37.456046579	-78.872560932	245.8			
T	38.179812396	-79.404886163	515.2			
T	38.178500662	-80.275476527	1208.3			
T	37.353172293	-80.533095481	1258.9			
T	36.967299627	-80.122006396	623.1			
T	37.111538031	-79.351466749	192.2			
T	37.793618707	-79.126115974	584.5			
T	38.755815869	-79.639521516	1245.2			
T	38.723421846	-80.359006058	550.2			
T	37.852893428	-80.659356570	646.7			
T	37.535190602	-80.381888978	1088.2			
T	37.801168277	-79.833240233	569.6			
T	38.279893555	-79.693961243	919.4			
T	38.760195498	-80.127747653	862.8			
T	38.345899466	-80.710727970	740.9			
