type	latitude	longitude	altitude (m)	name	desc	kml_folder
T	36.288879568	-79.130163179	197.4			
T	36.261060074	-79.091305468	210.1			
T	36.135484545	-79.006218805	168.4			
T	36.055213108	-78.966725898	124.0			
T	36.038339188	-78.955267639	139.9			
T	36.153012991	-78.982383089	165.3			
T	36.270342566	-79.017674803	177.2			
T	36.403326665	-79.057656170	187.1			
T	36.429523407	-79.070099667	170.9			
T	36.248826873	-78.999070263	184.1			
T	36.092164350	-78.948017311	182.8			
T	36.058049634	-78.937866912	105.2			
T	36.024407457	-78.924699654	106.2			
T	36.058044772	-78.931500393	114.1			
T	36.176578814	-78.974260664	174.4			
T	36.239650992	-79.042647680	186.2			
T	36.282654550	-79.183757392	211.8			
T	36.295121651	-79.400807385	214.7			
T	36.276255684	-79.566977018	236.7			
T	36.226951283	-79.851314012	242.6			
T	36.217698011	-79.962332005	248.7			
T	36.217681551	-80.001924003	252.5			
T	36.214675247	-80.044373146	220.4			
T	36.275998225	-79.927086057	250.5			
T	36.297826682	-79.872943853	257.4			
T	36.332350617	-79.725168514	228.4			
T	36.345233796	-79.459267508	158.4			
T	36.335900162	-79.209423748	146.5			
T	36.332798899	-79.084766829	184.8			
T	36.332817166	-79.061165724	197.9			
T	36.329563669	-79.226384846	189.9			
T	36.323304664	-79.327386445	187.6			
T	36.288547101	-79.651171243	216.2			
T	36.257407786	-79.961230981	285.5			
T	36.229561481	-80.235493831	226.2			
T	36.223348965	-80.297190484	283.9			
T	36.238757033	-80.190804722	251.5			
T	36.245173826	-79.929687971	277.5			
T	36.242230809	-79.760345506	246.2			
T	36.245627969	-79.545432520	220.6			
T	36.251948381	-79.393297412	199.9			
T	36.254978450	-79.350243709	204.6			
T	36.239640986	-79.488928584	214.8			
T	36.239335848	-79.664143216	229.9			
T	36.238999782	-80.018348702	260.6			
T	36.235587494	-80.249942942	250.3			
T	36.232522254	-80.262604895	262.5			
T	36.245011375	-80.155439881	243.3			
T	36.233036976	-79.855326468	252.9			
T	36.221156010	-79.639703007	245.4			
T	36.185491860	-79.326670254	216.6			
T	36.161724238	-79.111929742	193.2			
T	36.158882225	-79.043768100	169.1			
T	36.161826522	-79.027340036	164.6			
T	36.155828055	-79.099174558	200.9			
T	36.150029712	-79.180522697	200.0			
T	36.129674622	-79.368369203	189.8			
T	36.100282839	-79.759658663	239.1			
T	36.079790584	-80.007355213	262.9			
T	36.056880584	-80.121937628	286.0			
T	36.051184863	-80.140057480	274.1			
T	36.056930022	-80.096410610	266.7			
T	36.074135430	-79.955286614	251.1			
T	36.082866712	-79.876420774	270.3			
T	36.097547280	-79.630981214	219.9			
T	36.100616346	-79.547724850	208.5			
T	36.100760576	-79.464265857	196.6			
T	36.103648110	-79.387274609	166.5			
T	36.109365263	-79.323062028	165.4			
T	36.117993080	-79.229674656	192.2			
T	36.123790108	-79.200553704	209.5			
T	36.129589055	-79.174590015	183.1			
T	36.132506501	-79.210060222	216.8			
T	36.135513788	-79.436365093	178.5			
T	36.132197551	-79.698097669	224.8			
T	36.126082966	-79.859122247	253.2			
T	36.108497853	-80.034300349	290.4			
T	36.099789107	-80.087684340	293.2			
T	36.094007733	-80.102794174	283.3			
T	36.105612239	-80.030623158	282.8			
T	36.134880825	-79.818071039	251.8			
T	36.138230027	-79.565883013	224.4			
T	36.138392560	-79.478515857	172.0			
T	36.129583449	-79.261791364	187.6			
T	36.135373013	-79.135627735	212.1			
T	36.144096704	-79.106159855	199.8			
T	36.152904139	-79.115530917	207.5			
T	36.230498482	-79.290613940	227.8			
T	36.279374717	-79.550480676	236.9			
T	36.294645843	-79.812262785	225.0			
T	36.263573051	-80.018728726	243.0			
T	36.214682234	-80.100490379	243.4			
T	36.193662282	-80.106823819	250.8			
T	36.167019826	-79.906379708	262.2			
T	36.176170105	-79.737707938	241.7			
T	36.191149584	-79.650677668	218.9			
T	36.251952172	-79.399926177	207.8			
T	36.329578109	-79.206176613	154.1			
T	36.400070465	-79.105670807	125.2			
T	36.419640954	-79.094590313	150.0			
T	36.502692270	-79.143421501	164.5			
T	36.550409902	-79.328575641	170.4			
T	36.519279312	-79.594445907	187.7			
T	36.448778015	-79.842476251	206.7			
T	36.377065099	-80.015329001	189.5			
T	36.329097890	-80.082632300	214.5			
T	36.319768292	-80.047429095	176.5			
T	36.251476404	-79.714802734	250.0			
T	36.215484696	-79.445228299	196.4			
T	36.209339351	-79.234830305	210.5			
T	36.254907950	-79.111478422	200.6			
T	36.348633159	-79.155076409	153.1			
T	36.462384572	-79.331573113	156.5			
T	36.502396166	-79.523674799	169.7			
T	36.482048441	-79.679160879	194.8			
T	36.409375746	-79.745611226	235.6			
T	36.329189029	-79.731634277	244.4			
T	36.266846482	-79.699495123	213.2			
T	36.200111201	-79.641494587	238.9			
T	36.112166077	-79.535458959	204.7			
T	36.055170999	-79.329177664	182.1			
T	36.066439341	-79.243215920	201.4			
T	36.120858038	-79.155484760	175.3			
T	36.161758149	-79.137944475	200.0			
T	36.291969473	-79.196895552	202.1			
T	36.452360736	-79.369498967	155.9			
T	36.522733653	-79.531585523	183.9			
T	36.492191975	-79.620721519	203.8			
T	36.383420666	-79.634206461	221.2			
T	36.212315000	-79.543741450	191.0			
T	36.103653459	-79.409759272	167.6			
T	36.069318359	-79.326071994	188.9			
T	36.069270575	-79.227239178	222.6			
T	36.132487569	-79.161584290	177.0			
T	36.167670580	-79.154019429	203.7			
T	36.295098507	-79.153351933	158.0			
T	36.361383716	-79.171642591	191.7			
T	36.179466604	-79.111215000	199.9			
T	36.097739736	-79.085626934	169.4			
T	35.966542678	-79.035536545	155.2			
T	35.894326933	-79.015173711	79.7			
T	35.918167051	-79.013656484	74.3			
T	36.138328104	-79.064318007	187.6			
T	36.254921529	-79.084941780	210.8			
T	36.358209068	-79.107348043	131.8			
T	36.374227829	-79.106706669	162.3			
T	36.221415852	-79.046935696	200.1			
T	36.018774862	-78.997769760	160.3			
T	35.947665984	-78.990021412	83.0			
T	35.926197013	-78.994584896	98.6			
T	36.074903700	-79.067524374	178.7			
T	36.304473069	-79.126253831	195.1			
T	36.367807423	-79.117149511	129.0			
T	36.239659985	-79.002960187	185.2			
T	36.058040651	-78.925133653	100.0			
T	35.972084972	-78.900843205	111.5			
T	36.224452424	-78.970944900	194.5			
T	36.370926860	-79.001510551	212.7			
T	36.492760454	-79.018345157	146.0			
T	36.506261029	-79.010588498	127.7			
T	36.432676754	-78.952951908	195.5			
T	36.126793565	-78.825807369	80.5			
T	35.982959875	-78.799601065	97.8			
T	35.952981188	-78.799785999	94.8			
T	35.980219724	-78.821835613	101.3			
T	36.155944961	-78.900916565	128.3			
T	36.203347535	-78.916599169	154.8			
T	36.273335282	-78.937561658	165.3			
T	36.276429299	-78.940659684	169.8			
T	36.233534087	-78.937276472	166.1			
T	36.215360973	-78.938667806	176.2			
T	36.188434392	-78.943989063	170.2			
T	36.173609398	-78.945104333	167.7			
T	36.173599957	-78.928791941	151.5			
T	36.164744258	-78.926231757	151.6			
T	36.224451651	-78.967647685	190.4			
T	36.317062119	-79.041785125	190.8			
T	36.387111973	-79.123233899	178.8			
T	36.380651809	-79.150702536	185.2			
T	36.307594100	-79.156318396	170.0			
T	36.188408522	-79.133747768	217.6			
T	36.135368968	-79.132394014	214.9			
T	36.155892566	-79.157635911	202.0			
T	36.276445954	-79.260524460	199.4			
T	36.351771418	-79.320768236	181.1			
T	36.364486147	-79.344560821	172.3			
T	36.335921662	-79.337568995	184.9			
T	36.304482174	-79.327288505	205.5			
T	36.239637774	-79.300507793	217.6			
T	36.209333991	-79.287380580	215.8			
T	36.158817757	-79.274538713	183.8			
T	36.135414729	-79.290842931	179.3			
T	36.153037133	-79.362206571	214.3			
T	36.179616326	-79.408244212	183.9			
T	36.242673312	-79.495662621	223.1			
T	36.326119193	-79.610124568	227.0			
T	36.364165282	-79.677024707	219.4			
T	36.367374195	-79.690859603	238.4			
T	36.338678763	-79.675063122	232.0			
T	36.215290649	-79.560338253	218.6			
T	36.138387684	-79.481751615	187.0			
T	36.060857223	-79.405592074	185.9			
T	36.046750930	-79.386239723	169.6			
T	36.080733696	-79.393250221	189.1			
T	36.209454070	-79.458186413	195.4			
T	36.326204280	-79.515871088	215.3			
T	36.341997297	-79.523321265	211.5			
T	36.288795253	-79.474149560	223.3			
T	36.224545621	-79.409251596	192.5			
T	36.147145092	-79.329714038	201.9			
T	36.100678335	-79.265249231	191.7			
T	36.230525498	-79.310408095	219.1			
T	36.310756362	-79.340740420	177.1			
T	36.329604563	-79.347626589	196.5			
T	36.288880444	-79.310509276	192.6			
T	36.248768156	-79.267387922	206.8			
T	36.206342284	-79.228307768	216.3			
T	36.132477486	-79.151889277	188.8			
T	36.052237338	-79.068668962	186.4			
T	36.038237461	-79.034518040	137.8			
T	36.043862867	-79.027845573	139.7			
T	36.126743834	-79.029376743	171.1			
T	36.282696165	-79.070331538	192.6			
T	36.348658959	-79.087437284	178.0			
T	36.367823651	-79.086589780	178.4			
T	36.329662034	-79.041106319	205.0			
T	36.282722879	-78.996915485	181.4			
T	36.155955576	-78.887907544	161.4			
T	36.118089853	-78.855731722	93.7			
T	36.063761564	-78.803468317	75.8			
T	36.066592995	-78.774428976	74.5			
T	36.153063669	-78.767864224	83.5			
T	36.258031832	-78.782549790	149.3			
T	36.288898992	-78.785890930	171.3			
T	36.212426719	-78.728212250	149.2			
T	36.164731641	-78.694816157	96.0			
T	36.089107999	-78.643526697	79.2			
T	36.032450359	-78.607110852	93.4			
T	36.106325622	-78.637874396	101.1			
T	36.264169261	-78.711968393	141.2			
T	36.326444174	-78.744770953	150.6			
T	36.432612169	-78.801454730	190.3			
T	36.442480298	-78.814260363	173.3			
T	36.276510627	-78.750507073	161.8			
T	36.086359598	-78.685609130	102.3			
T	36.069279129	-78.684667366	100.7			
T	36.057962393	-78.686167695	85.3			
T	36.251901924	-78.786534878	139.1			
T	36.358099872	-78.842937886	171.5			
T	36.462411295	-78.895432113	150.5			
T	36.197443970	-78.779261266	108.3			
T	36.129710008	-78.754318768	110.5			
T	35.966470472	-78.717058733	137.5			
T	36.077949560	-78.801946749	76.9			
T	36.245722666	-78.896587479	152.7			
T	36.285684544	-78.923266063	167.7			
T	36.339007296	-78.959584687	180.0			
T	36.257959877	-78.898871162	204.3			
T	36.176631995	-78.784812032	128.3			
T	36.170645599	-78.690788541	91.7			
T	36.197427842	-78.651182091	123.6			
T	36.215447180	-78.642113157	122.4			
T	36.358144300	-78.690199205	158.2			
T	36.529915820	-78.865285180	132.0			
T	36.609621922	-79.033066943	137.4			
T	36.571159198	-79.165996293	103.8			
T	36.516266417	-79.191966783	116.8			
T	36.413075632	-79.156549469	172.5			
T	36.313916314	-79.021803587	192.9			
T	36.267208767	-78.868132289	166.7			
T	36.261089165	-78.822131290	169.8			
T	36.276493551	-78.636976939	139.2			
T	36.298181009	-78.563487171	129.6			
T	36.332682687	-78.558207275	130.2			
T	36.364512588	-78.648594595	147.5			
T	36.358142873	-78.775068037	157.3			
T	36.348565567	-78.823518336	175.5			
T	36.332695876	-78.858828545	180.5			
T	36.316924697	-78.887176503	154.6			
T	36.301253742	-78.908632765	170.0			
T	36.251815907	-78.932562027	146.1			
T	36.203361462	-78.903460818	166.8			
T	36.170717101	-78.798512347	147.4			
T	36.155883207	-78.666646257	105.0			
T	36.152857804	-78.549834449	110.2			
T	36.158717721	-78.526064650	96.4			
T	36.176472508	-78.529688957	106.0			
T	36.248842063	-78.687293431	136.0			
T	36.258024737	-78.809143332	157.7			
T	36.245750232	-78.866758620	185.5			
T	36.200364594	-78.910275806	156.4			
T	36.179542235	-78.902182351	179.8			
T	36.115221938	-78.749550466	113.1			
T	36.100496142	-78.567860084	135.0			
T	36.123543530	-78.496233355	139.6			
T	36.185283657	-78.456059568	86.0			
T	36.386952675	-78.560144125	157.5			
T	36.469110371	-78.710946069	128.0			
T	36.475686907	-78.804027756	216.3			
T	36.399902067	-78.951865808	216.4			
T	36.304471769	-78.985480383	189.9			
T	36.236608394	-78.966791081	191.9			
T	36.170691908	-78.870304717	146.2			
T	36.155951134	-78.725233765	110.7			
T	36.164698409	-78.603447944	122.3			
T	36.200118597	-78.397419223	120.5			
T	36.273201319	-78.316464486	124.1			
T	36.400053378	-78.369353995	129.4			
T	36.459142445	-78.455413097	113.6			
T	36.475815666	-78.602304706	118.2			
T	36.387008303	-78.778774936	172.7			
T	36.248828863	-78.829993479	177.2			
T	36.158931471	-78.793251587	131.1			
T	36.106353501	-78.653981412	102.3			
T	36.106162062	-78.492769090	135.6			
T	36.123438481	-78.421725790	113.9			
T	36.161487844	-78.411305146	71.6			
T	36.329542587	-78.592477680	143.1			
T	36.396720602	-78.770893746	178.4			
T	36.403175153	-78.828414750	182.4			
T	36.386895702	-78.945981178	222.0			
T	36.374079624	-78.970714653	224.6			
T	36.329619179	-79.010786574	185.6			
T	36.304500205	-79.002238027	190.1			
T	36.267241435	-78.818184954	163.0			
T	36.270319151	-78.621147359	146.8			
T	36.301245435	-78.455447293	99.7			
T	36.351774788	-78.361527985	156.1			
T	36.367768907	-78.348188239	120.8			
T	36.462515131	-78.371368910	90.8			
T	36.602595079	-78.612925290	116.0			
T	36.620246752	-78.843081209	103.4			
T	36.613299252	-78.922234550	150.6			
T	36.536684465	-79.138825527	154.4			
T	36.406433920	-79.300449679	133.9			
T	36.351771418	-79.320768236	181.1			
T	36.335862763	-79.280241658	143.0			
T	36.351829248	-79.104219342	149.4			
T	36.329592799	-78.703907730	153.7			
T	36.304365386	-78.498650255	144.0			
T	36.295003042	-78.406135345	153.3			
T	36.291884234	-78.389918195	147.2			
T	36.218374832	-78.519534673	120.3			
T	36.115028885	-78.662463494	91.2			
T	35.977472339	-78.765754125	101.4			
T	35.918021106	-78.785108908	108.5			
T	35.920675707	-78.753871280	130.6			
T	35.993739270	-78.666399541	83.9			
T	36.083351893	-78.628308915	111.0			
T	36.138260390	-78.617099231	108.5			
T	36.307561995	-78.595688571	132.4			
T	36.374077387	-78.592784107	164.0			
T	36.221474684	-78.611550105	102.2			
T	35.844311778	-78.598781021	74.1			
T	35.730877952	-78.595835248	77.9			
T	35.857213534	-78.572313417	102.6			
T	36.088969588	-78.540754138	142.7			
T	36.245706328	-78.518360637	113.2			
T	36.282604591	-78.512310874	117.1			
T	36.345364215	-78.495205393	160.8			
T	36.200291698	-78.496175525	108.3			
T	36.021137797	-78.510644676	132.9			
T	35.974323927	-78.528077768	89.1			
T	36.026761833	-78.566773513	144.6			
T	36.320125474	-78.664643163	147.5			
T	36.472425323	-78.724452975	149.6			
T	36.358147601	-78.758097161	162.2			
T	36.058092573	-78.855056465	102.5			
T	35.918161728	-79.016744549	75.6			
T	35.947596543	-79.421703065	228.9			
T	36.100169485	-79.811053768	254.0			
T	36.281588710	-80.222193391	235.9			
T	36.309240007	-80.335308392	319.6			
T	36.245121417	-80.019273539	289.5			
T	36.226881886	-79.914058249	237.0			
T	36.097800232	-79.518702058	211.5			
T	36.046706417	-79.313264893	179.5			
T	36.069275579	-79.287813678	192.7			
T	36.221469051	-79.481632859	186.3			
T	36.438928108	-79.879361440	207.0			
T	36.481724496	-80.110718026	286.5			
T	36.448148278	-80.188333046	318.7			
T	36.428358080	-80.195135932	270.9			
T	36.325899182	-80.095618511	183.6			
T	36.224097223	-79.705847358	239.6			
T	36.209207456	-79.589574537	221.0			
T	36.173556374	-79.124493704	200.5			
T	36.221477088	-78.773317288	148.4			
T	36.282679830	-78.642811454	148.6			
T	36.409764182	-78.714585812	147.1			
T	36.479321205	-78.987843975	147.8			
T	36.482253731	-79.435915156	134.4			
T	36.370587063	-79.742111227	264.5			
T	36.345023047	-79.773629171	255.4			
T	36.304006889	-79.803189136	240.6			
T	36.323016958	-79.569555132	175.1			
T	36.329443607	-79.455391228	183.4			
T	36.316895525	-78.910720400	173.4			
T	36.313766586	-78.486969858	143.7			
T	36.339046061	-78.340234232	145.0			
T	36.364560650	-78.338580382	152.4			
T	36.459133035	-78.708668793	139.3			
T	36.479222576	-78.935739469	139.5			
T	36.442376602	-79.410717805	164.5			
T	36.393218466	-79.525653427	156.8			
T	36.380299601	-79.535275101	174.5			
T	36.403206891	-79.266260882	159.5			
T	36.426147555	-78.984347613	171.2			
T	36.429409470	-78.667440937	137.6			
T	36.435926376	-78.563055207	133.9			
T	36.442548162	-78.593174835	134.7			
T	36.455847139	-78.670954856	137.1			
T	36.472492812	-79.116636659	131.3			
T	36.432367234	-79.568726711	184.7			
T	36.367365627	-79.785995913	226.7			
T	36.341832332	-79.807127411	230.1			
T	36.322923037	-79.653663497	226.0			
T	36.298234555	-79.323909857	192.8			
T	36.270255979	-78.901166441	191.6			
T	36.264165129	-78.701978650	130.7			
T	36.273404430	-78.627387888	150.8			
T	36.279593291	-78.703387734	138.8			
T	36.307654955	-79.025520466	196.0			
T	36.304485678	-79.384246556	217.6			
T	36.285503238	-79.600869712	231.4			
T	36.205775368	-79.858726900	247.5			
T	36.149368577	-79.897624377	242.8			
T	36.120561853	-79.713248590	216.0			
T	36.117960630	-79.529303427	201.2			
T	36.109259334	-79.130121012	203.4			
T	36.106527853	-78.892233528	130.4			
T	36.129661540	-78.725200880	110.8			
T	36.126806820	-78.767595064	109.4			
T	36.112146494	-79.130014773	201.9			
T	36.106444977	-79.229853107	210.2			
T	36.054987943	-79.573939856	170.5			
T	36.012845655	-79.703822874	225.9			
T	35.996246788	-79.727504689	232.3			
T	35.990766075	-79.714447296	234.8			
T	35.996305579	-79.677254170	215.7			
T	36.018805664	-79.366810200	151.7			
T	36.038137510	-79.120066819	203.8			
T	36.060900340	-78.880286190	93.4			
T	36.077949560	-78.801946749	76.9			
T	36.083457590	-79.067092233	166.2			
T	36.094937705	-79.265294602	204.5			
T	36.115009025	-79.558141694	213.2			
T	36.132027609	-79.788641760	257.4			
T	36.131953731	-79.827457484	271.4			
T	36.149553388	-79.787207527	232.7			
T	36.158466414	-79.736082723	250.6			
T	36.147066989	-79.533956001	196.6			
T	36.126783435	-79.445800548	191.0			
T	36.063605276	-79.252804808	194.4			
T	36.049432601	-79.167241913	185.5			
T	36.123774273	-79.265066770	187.1			
T	36.279301452	-79.607153273	206.1			
T	36.332428797	-79.917585076	238.6			
T	36.304035439	-80.041630362	220.1			
T	36.269778231	-80.059723136	245.0			
T	36.236045951	-79.895385577	226.6			
T	36.218178036	-79.613155888	231.2			
T	36.194490233	-79.411851536	176.3			
T	36.188429928	-79.297255196	199.3			
T	36.218477115	-79.379495323	175.5			
T	36.239684648	-79.459178248	205.8			
T	36.263821504	-79.659352300	200.4			
T	36.196813254	-79.834709989	260.0			
T	36.126192431	-79.797730671	249.3			
T	36.010256225	-79.568168521	192.5			
T	35.988323569	-79.497967983	159.8			
T	36.010461968	-79.451692891	154.6			
T	36.043920621	-79.468637883	180.7			
T	36.245448304	-79.651361205	236.1			
T	36.263797469	-79.679295990	216.5			
T	36.266836639	-79.706147719	220.5			
T	36.176290797	-79.652851756	214.0			
T	36.032591465	-79.537826391	198.0			
T	35.899445033	-79.441939671	198.7			
T	35.923339579	-79.470479453	194.5			
T	36.069059785	-79.606653117	183.3			
T	36.117719039	-79.648519889	218.3			
T	36.094682161	-79.627572289	212.6			
T	35.960912447	-79.552854314	190.3			
T	35.952777816	-79.583505103	194.7			
T	36.088811720	-79.761741390	226.9			
T	36.161222421	-79.830727497	248.9			
T	36.335572654	-80.022804082	227.9			
T	36.149422516	-79.858641501	237.2			
T	36.004478997	-79.753443920	219.6			
T	35.896599527	-79.678344776	223.5			
T	35.886070367	-79.674400879	222.6			
T	35.923036179	-79.739277143	239.6			
T	36.196652751	-80.057999535	266.3			
T	36.309704871	-80.207374355	265.8			
T	36.315811232	-80.238847675	293.9			
T	36.266279480	-80.195919762	226.0			
T	36.196642573	-80.133648088	272.0			
T	36.017948380	-79.944251130	246.1			
T	35.993164724	-79.921954164	251.7			
T	36.054238454	-79.997100181	254.6			
T	36.263100805	-80.225345812	209.3			
T	36.309386537	-80.281397311	286.3			
T	36.353311916	-80.348093286	322.6			
T	36.229520416	-80.252058337	232.2			
T	36.085359412	-80.123786228	286.9			
T	35.954758591	-80.038387207	259.8			
T	35.927881773	-80.027847786	276.7			
T	36.134317133	-80.268910085	280.2			
T	36.184295693	-80.315340159	268.5			
T	36.235237903	-80.379389977	304.0			
T	36.214115115	-80.364715983	290.1			
T	36.108170232	-80.273224284	272.2			
T	35.943720828	-80.151836517	239.3			
T	35.916956518	-80.143744151	234.4			
T	35.954793431	-80.016551510	272.2			
T	35.990663911	-79.780329818	262.5			
T	36.001978522	-79.558261186	193.6			
T	35.974618715	-79.088195423	162.0			
T	35.966561540	-78.798282206	102.0			
T	35.966540188	-78.748291299	107.9			
T	35.999469857	-78.810369038	96.0			
T	36.138318448	-79.264951991	189.2			
T	36.217865802	-79.823894739	256.9			
T	36.205396817	-80.257167265	246.2			
T	36.184212653	-80.354773582	281.6			
T	36.163410690	-80.379630174	252.4			
T	36.163817926	-80.216136803	283.4			
T	36.178858170	-79.911163736	249.6			
T	36.181949854	-79.810154146	242.7			
T	36.212411025	-79.491152999	201.8			
T	36.221507565	-79.389424046	208.4			
T	36.273405170	-79.074110446	195.9			
T	36.304387117	-78.941909469	164.0			
T	36.310788917	-79.025340739	198.0			
T	36.320109472	-79.397956255	223.5			
T	36.254426885	-79.804674441	227.7			
T	36.236097522	-79.842449283	261.4			
T	36.190791371	-79.886473517	249.5			
T	36.164329015	-79.749646451	238.3			
T	36.164750272	-79.310294434	201.8			
T	36.194400496	-78.976306531	197.5			
T	36.209395658	-78.847042856	144.0			
T	36.215434220	-78.797052667	144.4			
T	36.221476000	-78.760120138	144.7			
T	36.230567077	-78.716100627	152.7			
T	36.227532404	-78.789160470	143.8			
T	36.224447571	-78.954458475	179.6			
T	36.224494229	-79.340052253	196.6			
T	36.224321359	-79.570714265	221.7			
T	36.221174493	-79.623232895	235.3			
T	36.212047333	-79.685093437	257.5			
T	36.212250867	-79.573322141	228.1			
T	36.215473878	-79.409047278	185.6			
T	36.218383446	-79.162302749	221.5			
T	36.242657005	-78.910093999	139.0			
T	36.279582503	-78.826955557	170.9			
T	36.197352515	-79.133430797	209.2			
T	36.144165985	-79.251947373	195.3			
T	36.072176384	-79.351608436	174.2			
T	36.060843710	-79.364217929	146.0			
T	36.046735184	-79.351337783	161.9			
T	36.052172755	-79.103629217	190.8			
T	36.052467476	-78.817410244	85.8			
T	36.072116366	-78.684291204	90.0			
T	36.086486039	-78.743311187	79.3			
T	36.074973195	-79.029191079	220.7			
T	36.007653206	-79.272274210	197.2			
T	35.950356604	-79.340996313	149.2			
T	35.931473641	-79.241828775	179.3			
T	35.939646811	-78.953333680	94.2			
T	35.960918476	-78.674080122	83.2			
T	36.001780024	-78.542359342	119.7			
T	36.071800222	-78.511535037	149.4			
T	36.100446309	-78.529209558	132.9			
T	36.191464123	-78.740573362	146.7			
T	36.167716829	-79.033513368	180.8			
T	36.010408769	-79.234482735	188.3			
T	35.928779864	-79.207851489	161.7			
T	35.912901018	-78.980062742	80.6			
T	35.934127340	-78.835983809	112.9			
T	35.999079723	-78.599539583	114.7			
T	36.086077788	-78.521954805	142.5			
T	36.144048491	-78.547990626	98.3			
T	36.179501483	-78.588156505	106.1			
T	36.236628927	-78.834506558	161.2			
T	36.161719546	-79.108677944	207.3			
T	36.055106648	-79.211575525	203.1			
T	36.013105206	-79.143099986	200.2			
T	36.027092153	-79.016192672	141.3			
T	36.080736176	-78.721582305	84.5			
T	36.161593097	-78.476619062	117.9			
T	36.326387033	-78.390133380	149.9			
T	36.435964122	-78.487035379	126.9			
T	36.429340656	-78.567493241	128.9			
T	36.261102918	-78.745621268	149.8			
T	35.963829895	-78.767359006	93.1			
T	35.926026451	-78.753220559	130.1			
T	35.902016466	-78.740738705	139.2			
T	35.907211406	-78.666049661	139.2			
T	36.071846664	-78.553162004	144.9			
T	36.173489230	-78.517086575	111.7			
T	36.304371633	-78.461630102	96.4			
T	35.974281175	-78.496717687	101.6			
T	35.777928059	-78.525200181	56.4			
T	35.765414380	-78.530400464	69.1			
T	35.841529792	-78.507887561	93.7			
T	35.912283332	-78.492161359	88.1			
T	36.164454325	-78.420554455	74.3			
T	36.316931618	-78.381783860	143.2			
T	36.051963284	-78.511723911	146.0			
T	35.960799861	-78.599138026	88.4			
T	36.052033014	-78.578676465	97.7			
T	36.114930267	-78.562354990	142.6			
T	36.396734695	-78.503804898	127.3			
T	36.429379384	-78.495028316	132.1			
T	36.279512909	-78.516163894	114.3			
T	35.985324034	-78.585933222	80.7			
T	35.936514546	-78.605986450	103.2			
T	36.203328809	-78.525300014	106.2			
T	36.406526279	-78.454093503	106.7			
T	36.377377072	-78.469381588	137.8			
T	36.083299763	-78.586612927	124.7			
T	35.944625945	-78.648327178	116.8			
T	35.828998717	-78.728604128	98.6			
T	35.899352622	-78.734915366	150.0			
T	35.958321322	-78.721225150	132.6			
T	36.024325228	-78.700122327	98.0			
T	36.267238203	-78.618249239	146.3			
T	36.351710194	-78.585843545	151.3			
T	36.138264787	-78.623590154	116.7			
T	35.883480200	-78.703162732	116.6			
T	35.859970212	-78.721562139	94.7			
T	35.883488298	-78.721579021	109.2			
T	36.141209146	-78.665378690	97.4			
T	36.276492985	-78.633636261	143.8			
T	36.409707218	-78.597898233	138.2			
T	36.351729621	-78.623167779	151.8			
T	36.276494837	-78.653679669	132.5			
T	35.931413448	-78.820772294	124.8			
T	35.849986575	-78.905442547	74.9			
T	35.855199102	-78.917158685	75.8			
T	35.993932039	-78.883229622	103.8			
T	36.218451727	-78.750572342	148.4			
T	36.258026940	-78.719375835	131.5			
T	36.320107223	-78.624200519	157.8			
T	36.188381118	-78.534308183	91.0			
T	36.032298070	-78.518259297	110.5			
T	35.952625763	-78.556717810	76.7			
T	36.153057422	-78.800386821	133.1			
T	36.393538733	-79.037666201	181.2			
T	36.439324801	-79.121321261	167.5			
T	36.432701979	-79.193808549	140.7			
T	36.393559795	-79.174192252	166.9			
T	36.412993168	-78.968063247	179.2			
T	36.419408891	-78.898977311	189.0			
T	36.449197185	-78.633746307	136.9			
T	36.455797032	-78.587802423	150.0			
T	36.489199687	-78.492196969	119.9			
T	36.506089336	-78.577022183	108.3			
T	36.482404967	-78.852055982	150.7			
T	36.406461554	-79.279922069	167.8			
T	36.345174959	-79.509948840	218.6			
T	36.307280941	-79.615635782	199.3			
T	36.374120010	-79.286866179	163.1			
T	36.406540880	-79.019846963	193.8			
T	36.426078232	-78.747058477	160.6			
T	36.426104586	-78.729841814	158.5			
T	36.426246593	-79.053071065	199.5			
T	36.380319627	-79.491028750	211.4			
T	36.364229316	-79.582008704	163.5			
T	36.288424884	-79.781506583	254.6			
T	36.269823701	-79.796303541	253.5			
T	36.260915355	-79.546209076	225.3			
T	36.267200872	-79.160864341	199.6			
T	36.298170539	-78.878732480	159.7			
T	36.316945949	-78.866993784	189.1			
T	36.390178587	-79.327734224	144.7			
T	36.370573842	-79.786314584	194.3			
T	36.294634071	-80.080448549	229.7			
T	36.282195746	-80.085132215	253.0			
T	36.313449735	-79.696639775	246.9			
T	36.332766423	-79.337545992	177.8			
T	36.358203409	-79.137844820	148.1			
T	36.387083042	-79.184586478	155.3			
T	36.445488074	-79.628082003	224.9			
T	36.390043284	-79.965944409	202.0			
T	36.306947603	-80.126144333	191.9			
T	36.263601072	-80.072081059	248.5			
T	36.185227335	-79.620816711	224.0			
T	36.185432421	-79.280918934	209.2			
T	36.224441270	-79.056662185	200.9			
T	36.203414108	-79.349725716	203.4			
T	36.152561490	-79.751782369	269.1			
T	36.065558557	-79.986017677	269.3			
T	36.020584219	-80.011037813	248.1			
T	36.001756569	-79.728015251	221.7			
T	35.988436590	-79.331922360	178.9			
