type	latitude	longitude	altitude (m)	name	desc	kml_folder
T	35.877756299	-79.949315405	234.3			
T	35.957533369	-79.992008473	269.4			
T	36.094083573	-80.054555218	291.3			
T	36.306840467	-80.153028950	191.5			
T	36.511472490	-80.259316280	277.7			
T	36.535314033	-80.267421809	312.5			
T	36.501344537	-80.246865028	312.4			
T	36.303716188	-80.152479365	190.5			
T	36.199644869	-80.104547079	257.9			
T	36.028889144	-80.044019724	271.8			
T	35.941298008	-80.023771211	274.5			
T	35.917220532	-80.019954354	276.5			
T	35.990128174	-80.066112718	260.6			
T	36.226660026	-80.178631524	238.7			
T	36.421415195	-80.269638617	295.6			
T	36.518128649	-80.306287571	273.5			
T	36.521542770	-80.303456775	294.0			
T	36.451172135	-80.244297802	283.1			
T	36.257382903	-80.124361200	202.7			
T	36.099846017	-80.049047665	287.6			
T	36.054200702	-80.032161061	270.1			
T	36.026129940	-80.024563445	273.4			
T	36.085468971	-80.059581655	283.8			
T	36.357128242	-80.206056030	302.3			
T	36.632090931	-80.368652100	487.2			
T	36.757548487	-80.438803371	834.1			
T	36.721012924	-80.408934919	897.3			
T	36.542095798	-80.293450776	313.0			
T	36.248133739	-80.139384829	205.2			
T	35.954778846	-80.025909479	264.6			
T	35.911902565	-80.019111529	241.7			
T	36.131551764	-80.170911486	279.9			
T	36.266129734	-80.242623425	206.5			
T	36.411333308	-80.326119205	279.4			
T	36.534995035	-80.394400397	333.0			
T	36.638894491	-80.445722602	571.2			
T	36.652923052	-80.448798960	449.3			
T	36.441049431	-80.287333528	232.2			
T	36.205625411	-80.148408045	244.8			
T	36.054128973	-80.079980837	271.9			
T	36.014946497	-80.070242058	270.3			
T	36.244750609	-80.231804845	250.7			
T	36.528147985	-80.396432453	363.0			
T	36.666892029	-80.466332179	819.4			
T	36.497692558	-80.337194750	331.4			
T	36.226688754	-80.168707743	260.8			
T	36.009414953	-80.066162924	254.9			
T	35.906580665	-80.027530206	268.8			
T	35.893366136	-80.025409760	250.1			
T	36.309360186	-80.291504141	303.3			
T	36.521302199	-80.405500064	393.9			
T	36.576220389	-80.431860236	411.7			
T	36.391881652	-80.311782657	444.4			
T	36.163867680	-80.173645896	299.0			
T	36.012111470	-80.104538420	277.6			
T	35.946579494	-80.080682735	219.3			
T	36.211395797	-80.261673904	270.3			
T	36.470670466	-80.401285803	309.1			
T	36.586531205	-80.455559719	437.6			
T	36.607409221	-80.445938284	454.0			
T	36.586622870	-80.416321105	442.7			
T	36.454296115	-80.289984703	295.5			
T	36.214680071	-80.113697828	234.6			
T	36.028946009	-79.999639793	253.9			
T	36.054224051	-80.013036671	266.4			
T	36.325693101	-80.149594669	226.2			
T	36.525133044	-80.240825970	351.9			
T	36.590561166	-80.249519661	373.7			
T	36.351309538	-80.072633432	194.4			
T	36.140495583	-79.951649355	280.0			
T	35.993265644	-79.881121120	253.5			
T	36.023601262	-79.907079059	247.1			
T	36.297780708	-80.057457275	222.1			
T	36.515193453	-80.165259350	338.3			
T	36.597633743	-80.200870134	340.5			
T	36.438609762	-80.100271087	294.8			
T	36.248160442	-79.986509356	291.4			
T	36.105721272	-79.914647211	256.1			
T	36.018115023	-79.877932303	249.1			
T	36.169871667	-79.968767897	267.3			
T	36.254321608	-80.007356054	268.8			
T	36.432095265	-80.081975198	282.9			
T	36.488469617	-80.097859256	326.7			
T	36.272860084	-79.953362142	261.8			
T	36.085767137	-79.854345391	256.3			
T	35.987867811	-79.814542922	249.3			
T	35.971466515	-79.809582772	249.4			
T	36.181808092	-79.924632010	245.8			
T	36.451973561	-80.050491704	300.1			
T	36.686269204	-80.151179907	351.7			
T	36.594554500	-80.093432780	325.5			
T	36.338744708	-79.952210124	228.4			
T	36.167057847	-79.877030131	239.9			
T	36.094345109	-79.858571821	270.5			
T	36.080041671	-79.863269375	267.1			
T	36.279059720	-80.027748159	231.3			
T	36.370436858	-80.082468628	238.7			
T	36.518533506	-80.176364638	313.1			
T	36.549201521	-80.206461695	358.6			
T	36.322776020	-80.088362051	197.5			
T	36.082661627	-79.969305571	276.7			
T	36.031837115	-79.952519354	260.8			
T	35.998583882	-79.951000517	230.4			
T	36.143388701	-80.059279685	276.0			
T	36.350961695	-80.164189074	261.4			
T	36.471280322	-80.209861309	286.1			
T	36.498081923	-80.211258318	328.4			
T	36.431846412	-80.150920057	269.7			
T	36.211624056	-79.997729674	284.4			
T	35.979561973	-79.885661541	227.1			
T	35.947015832	-79.872186521	224.6			
T	36.068479736	-79.941712615	265.3			
T	36.322879492	-80.058024466	200.2			
T	36.549320591	-80.160544721	327.4			
T	36.639792718	-80.186716556	347.2			
T	36.563130664	-80.134554041	300.4			
T	36.285254476	-79.968432619	264.1			
T	36.043274477	-79.855666601	252.5			
T	35.888456535	-79.800372871	246.1			
T	35.859693967	-79.794138065	228.1			
T	35.904285258	-79.817530029	231.9			
T	36.181792621	-79.934447247	261.1			
T	36.419197413	-80.014596267	225.1			
T	36.522217783	-80.036487067	269.2			
T	36.475205680	-80.008756860	284.6			
T	36.251365576	-79.884022575	247.3			
T	36.060284974	-79.800343091	251.8			
T	35.963367082	-79.774365623	242.0			
T	35.944431092	-79.775512807	244.1			
T	36.007140309	-79.826151992	243.8			
T	36.380307136	-80.005566903	197.2			
T	36.498595154	-80.057515204	311.1			
T	36.522209715	-80.057561833	310.7			
T	36.488548352	-80.035066264	320.6			
T	36.300926329	-79.926992918	239.9			
T	36.126095251	-79.852659233	262.4			
T	36.046143712	-79.824238372	250.6			
T	36.032129733	-79.825826189	245.4			
T	36.091434232	-79.880685708	280.0			
T	36.354611138	-80.035817171	202.0			
T	36.563127062	-80.138096599	307.7			
T	36.636290943	-80.168140362	344.8			
T	36.383515007	-80.009441011	195.6			
T	36.175892161	-79.910782200	242.1			
T	36.046064248	-79.865532855	242.9			
T	36.012608677	-79.861472819	260.2			
T	36.152168773	-79.992305208	263.6			
T	36.389558250	-80.133395178	246.0			
T	36.525211964	-80.209175795	314.3			
T	36.549159920	-80.224128371	361.3			
T	36.329050158	-80.096133894	180.3			
T	36.239015807	-80.048202487	223.1			
T	36.114276252	-79.973841983	284.1			
T	35.936212320	-79.901871433	233.9			
T	35.862195672	-79.876828063	218.8			
T	36.037371014	-79.972335977	266.0			
T	36.279084561	-80.074584834	257.5			
T	36.435222438	-80.127336295	268.5			
T	36.491714831	-80.129794521	315.8			
T	36.361017590	-80.026585616	189.6			
T	36.181792621	-79.934447247	261.1			
T	36.018135936	-79.868459317	259.8			
T	35.960553639	-79.861403452	234.0			
T	35.984990428	-79.902033378	247.3			
T	36.205629441	-80.026490199	253.3			
T	36.376816330	-80.093717505	257.5			
T	36.412379362	-80.106344682	244.3			
T	36.435309247	-80.103189572	301.5			
T	36.373785318	-80.038701712	203.2			
T	36.120277256	-79.861662318	250.6			
T	36.023782001	-79.821721573	241.4			
T	36.007143670	-79.819849939	242.5			
T	36.054556150	-79.844284596	260.1			
T	36.310297205	-79.955108643	237.4			
T	36.522221679	-80.018926705	248.6			
T	36.539214716	-80.021346971	280.5			
T	36.448772317	-79.956589154	200.3			
T	36.239155671	-79.836176773	256.4			
T	36.094494667	-79.781553556	224.7			
T	36.032221723	-79.771998801	237.7			
T	36.060284974	-79.800343091	251.8			
T	36.300902874	-79.943766140	260.5			
T	36.559731639	-80.077352556	276.4			
T	36.587548037	-80.092332501	321.4			
T	36.566641744	-80.081961599	260.3			
T	36.345121373	-79.942908857	253.6			
T	36.018292662	-79.773740412	240.8			
T	35.885987429	-79.723441656	229.5			
T	35.865058778	-79.721482266	234.6			
T	36.032182045	-79.794160466	226.4			
T	36.266766686	-79.882576682	252.3			
T	36.409495974	-79.927393638	192.5			
T	36.458750513	-79.926723078	206.1			
T	36.383521543	-79.869476950	202.9			
T	36.185024147	-79.761415625	235.7			
T	36.035121132	-79.696263304	197.7			
T	35.979849609	-79.679040345	220.0			
T	36.196874067	-79.792073366	240.2			
T	36.448845128	-79.897813380	239.4			
T	36.612164820	-79.978212480	290.5			
T	36.654855396	-79.987528973	283.1			
T	36.591135481	-79.950503421	320.7			
T	36.445502645	-79.862850928	223.8			
T	36.269834937	-79.779651398	256.7			
T	36.071784220	-79.702589304	217.4			
T	36.046341478	-79.700397334	215.7			
T	36.035117710	-79.699430396	198.5			
T	36.205799661	-79.829142631	258.3			
T	36.377111900	-79.913044359	193.6			
T	36.448789728	-79.949676231	201.1			
T	36.515457418	-79.979389298	216.1			
T	36.478608650	-79.953560280	207.0			
T	36.276028868	-79.830307897	251.2			
T	36.111826780	-79.747906371	223.5			
T	36.015613930	-79.707218574	223.0			
T	35.993528508	-79.702138969	222.9			
T	36.063208274	-79.752844127	237.5			
T	36.279156827	-79.864048121	249.6			
T	36.445505754	-79.945793300	213.2			
T	36.522230962	-79.976792082	268.9			
T	36.481942527	-79.953994763	223.1			
T	36.345088217	-79.875171694	205.7			
T	36.181983322	-79.793810562	230.4			
T	36.100282839	-79.759658663	239.1			
T	35.988009553	-79.723606150	225.5			
T	35.963455699	-79.718230808	216.8			
T	35.974308516	-79.741104920	242.2			
T	36.146487759	-79.861541818	244.3			
T	36.282192253	-79.937922917	269.6			
T	36.451994340	-80.033178840	287.5			
T	36.532383816	-80.076689625	274.1			
T	36.380356287	-79.964629880	167.9			
T	36.214818392	-79.849906858	238.5			
T	36.032252492	-79.753003909	230.8			
T	35.963459832	-79.715112481	207.5			
T	35.901879175	-79.681861325	222.4			
T	35.982539054	-79.716839719	241.7			
T	36.202822145	-79.805819697	244.2			
T	36.294676518	-79.839064863	258.0			
T	36.393216148	-79.870602159	181.5			
T	36.412704183	-79.869431459	197.7			
T	36.242250067	-79.750416740	241.1			
T	36.100391785	-79.676146258	207.3			
T	36.018454217	-79.638041961	198.1			
T	35.917898817	-79.599870279	219.9			
T	35.899334375	-79.595576193	215.5			
T	36.106136504	-79.689470288	234.7			
T	36.294661580	-79.762043244	236.3			
T	36.396376170	-79.785458596	174.8			
T	36.179265365	-79.630211031	204.8			
T	35.977277658	-79.544379197	189.8			
T	35.966374491	-79.540682420	188.9			
T	35.993708138	-79.557799316	193.5			
T	36.200093208	-79.657893082	246.7			
T	36.313441948	-79.706717151	227.6			
T	36.425701857	-79.757400247	218.0			
T	36.563494700	-79.823178607	270.1			
T	36.615923419	-79.835766273	225.5			
T	36.465305071	-79.736797092	190.6			
T	36.273088495	-79.633399230	221.4			
T	36.021438003	-79.534100625	181.9			
T	35.952842483	-79.521320209	191.8			
T	36.123548766	-79.619906398	228.0			
T	36.288499141	-79.691264301	231.3			
T	36.406122856	-79.735043367	234.7			
T	36.442131995	-79.745118015	221.3			
T	36.251576957	-79.635231507	222.7			
T	36.112076505	-79.577290993	222.4			
T	35.993740937	-79.542116193	195.8			
T	35.952806480	-79.539971887	192.8			
T	36.109044546	-79.657531921	231.4			
T	36.341847683	-79.769940063	262.7			
T	36.573829803	-79.877397891	263.9			
T	36.601791644	-79.887726691	254.2			
T	36.529293231	-79.840736643	220.8			
T	36.307173787	-79.706191875	234.0			
T	36.100458004	-79.615133039	224.2			
T	35.952782827	-79.574175958	206.0			
T	35.939309642	-79.579573321	205.8			
T	36.132194464	-79.701331664	226.5			
T	36.402872810	-79.816914369	200.1			
T	36.462017512	-79.833522687	190.4			
T	36.419145396	-79.798007410	179.3			
T	36.294686146	-79.711840012	225.6			
T	36.126442508	-79.623330633	226.9			
T	35.955491532	-79.561891177	198.1			
T	35.878319557	-79.539147291	228.6			
T	36.300913178	-79.722422412	222.7			
T	36.380233650	-79.753202509	263.7			
T	36.428977587	-79.768025756	198.2			
T	36.461980993	-79.767680525	200.0			
T	36.425702932	-79.733330958	223.4			
T	36.185356228	-79.568525400	200.8			
T	35.947526721	-79.465171066	185.7			
T	35.763466977	-79.396019786	180.6			
T	35.907407840	-79.436032367	192.2			
T	36.129589246	-79.516946293	194.1			
T	36.438880960	-79.631090906	226.2			
T	36.498891029	-79.656025426	147.7			
T	36.543098304	-79.666206087	159.4			
T	36.505653634	-79.649521342	177.1			
T	36.364236194	-79.575223274	175.0			
T	36.179551403	-79.499644864	195.0			
T	35.999419724	-79.441911885	163.0			
T	35.907422935	-79.426800327	176.4			
T	35.881012510	-79.429128856	174.9			
T	36.032615894	-79.525173295	179.6			
T	36.212187726	-79.599615948	218.9			
T	36.376998127	-79.664398969	229.4			
T	36.468655356	-79.692011305	169.3			
T	36.495475495	-79.690637319	152.1			
T	36.310473196	-79.558796962	207.8			
T	36.188466008	-79.500016128	203.0			
T	36.077879622	-79.457083575	193.3			
T	36.066513747	-79.456705196	193.4			
T	36.224391639	-79.537763434	214.2			
T	36.402880898	-79.611588621	195.4			
T	36.452107651	-79.628519306	228.6			
T	36.539679132	-79.658925458	157.4			
T	36.282472325	-79.547304530	233.1			
T	36.150066858	-79.495173682	182.9			
T	36.038330132	-79.452600352	165.1			
T	35.963841985	-79.428363280	175.8			
T	35.955710459	-79.421916867	199.4			
T	35.963856828	-79.419015441	180.9			
T	36.029947843	-79.430196136	159.7			
T	36.083589692	-79.444480111	180.6			
T	36.203415271	-79.487515603	212.0			
T	36.332497071	-79.539741958	188.4			
T	36.399674910	-79.570374220	193.9			
T	36.465433466	-79.601690067	191.2			
T	36.637259206	-79.690966210	271.4			
T	36.712844328	-79.740400982	223.9			
T	36.644331159	-79.716635609	275.7			
T	36.522600240	-79.664719517	171.9			
T	36.345122192	-79.580913826	182.2			
T	36.285566703	-79.547461936	237.9			
T	36.150097278	-79.475710294	201.1			
T	36.072198491	-79.431369460	187.5			
T	36.010499692	-79.391878822	178.8			
T	35.947664431	-79.350288661	154.5			
T	35.928857296	-79.337720683	159.0			
T	35.923504329	-79.325324401	158.4			
T	35.934205116	-79.325379155	152.3			
T	35.961166762	-79.325517068	168.9			
T	36.135488616	-79.358749673	177.9			
T	36.264224665	-79.390208871	209.1			
T	36.323234068	-79.408108033	216.9			
T	36.432448859	-79.434574440	169.9			
T	36.550117721	-79.476485705	180.6			
T	36.577753310	-79.495151967	136.3			
T	36.429126829	-79.465419512	150.3			
T	36.291967199	-79.430818895	220.4			
T	36.170731762	-79.401529049	182.7			
T	36.021580461	-79.360537739	160.6			
T	35.991193861	-79.353883916	151.7			
T	35.953059228	-79.344128104	140.7			
T	35.977503840	-79.347478798	137.4			
T	36.106522673	-79.374471259	161.2			
T	36.224544053	-79.405956186	181.8			
T	36.285778217	-79.423979041	210.1			
T	36.399725463	-79.464444047	206.3			
T	36.488928646	-79.502199327	177.2			
T	36.550096369	-79.536363684	175.7			
T	36.462172152	-79.521887512	193.7			
T	36.221527914	-79.438823727	176.7			
T	36.077884906	-79.396388941	189.3			
T	35.969336935	-79.362997552	155.8			
T	35.931534152	-79.356306349	165.0			
T	35.883747253	-79.343489236	160.3			
T	35.883747253	-79.343489236	160.3			
T	36.004965199	-79.369760596	169.9			
T	36.144272113	-79.410694371	164.3			
T	36.291920653	-79.457551463	213.8			
T	36.478854937	-79.529573644	197.8			
T	36.550081672	-79.557498199	154.2			
T	36.570777086	-79.569161127	171.2			
T	36.448896837	-79.524749750	175.3			
T	36.370689669	-79.490657387	228.7			
T	36.230619936	-79.432485693	195.7			
T	36.103648110	-79.387274609	166.5			
T	36.055194889	-79.367320985	146.5			
T	35.996686521	-79.347668690	144.9			
T	35.974767921	-79.334957300	163.9			
T	36.013243545	-79.338382972	142.9			
T	36.233643176	-79.396250068	187.2			
T	36.439000974	-79.462302914	169.5			
T	36.563898376	-79.505218664	172.9			
T	36.581221815	-79.513004906	175.8			
T	36.416018645	-79.454699910	196.5			
T	36.255018082	-79.403305196	226.1			
T	36.046729124	-79.341819477	180.8			
T	35.999426539	-79.328853286	162.3			
T	35.928833675	-79.306798544	145.8			
T	35.939549370	-79.297511136	164.7			
T	35.966567662	-79.294365563	174.7			
T	36.055137341	-79.294214051	176.8			
T	36.248813604	-79.313751604	215.0			
T	36.374093387	-79.331049385	167.8			
T	36.492510415	-79.338715122	135.8			
T	36.516197860	-79.335391506	137.6			
T	36.245720471	-79.250861950	208.2			
T	36.015926899	-79.196582045	195.9			
T	35.886345976	-79.171972677	159.3			
T	35.868017344	-79.163349925	189.0			
T	35.878467413	-79.159968305	150.6			
T	36.055075043	-79.170255774	199.4			
T	36.206345848	-79.192200225	210.1			
T	36.332726336	-79.219595182	181.7			
T	36.469137936	-79.244985384	155.4			
T	36.502735078	-79.248085673	168.6			
T	36.426105084	-79.224871561	155.6			
T	36.273371177	-79.167340639	196.6			
T	36.147055616	-79.128729944	211.3			
T	36.035316277	-79.098020876	191.6			
T	35.958328512	-79.082729127	164.4			
T	35.982816748	-79.084681616	208.4			
T	36.179503866	-79.150384809	210.9			
T	36.323268686	-79.206301664	161.0			
T	36.390271520	-79.232254381	164.9			
T	36.512865086	-79.300412569	113.7			
T	36.595392289	-79.360793051	130.2			
T	36.588408953	-79.364260901	159.2			
T	36.301332753	-79.307182696	167.9			
T	36.155877057	-79.277803471	179.1			
T	36.038247352	-79.268908643	188.9			
T	36.018733662	-79.278509306	187.6			
T	36.063640426	-79.316489835	178.2			
T	36.239737791	-79.409593873	209.7			
T	36.492283365	-79.523225325	186.2			
T	36.598623901	-79.570635122	200.7			
T	36.529544463	-79.538914098	153.7			
T	36.389998063	-79.464121424	206.3			
T	36.055163112	-79.319642176	192.2			
T	35.988406887	-79.297461136	175.2			
T	35.944916868	-79.285093299	174.0			
T	35.918128980	-79.279024198	155.7			
T	35.904848068	-79.276016374	155.4			
T	36.089282038	-79.348588425	183.2			
T	36.329461516	-79.445288640	202.6			
T	36.432410263	-79.493046783	160.8			
T	36.468838511	-79.511787286	185.0			
T	36.251935283	-79.426439123	206.3			
T	36.016017107	-79.341556605	174.1			
T	35.974763459	-79.328710123	161.0			
T	36.066503779	-79.357920819	160.1			
T	36.313781112	-79.434756706	224.8			
T	36.448911651	-79.476430164	170.8			
T	36.482221217	-79.474132025	190.8			
T	36.221452624	-79.326856469	198.9			
T	36.120878417	-79.284430805	181.4			
T	36.057948609	-79.256045340	184.8			
T	36.112193201	-79.278028551	184.2			
T	36.282706862	-79.337181105	199.0			
T	36.419392779	-79.393061032	167.6			
T	36.432506713	-79.400182538	138.7			
T	36.396592223	-79.385810643	187.2			
T	36.254953710	-79.327030690	203.6			
T	36.135396333	-79.277909075	185.7			
T	36.035442456	-79.253104321	189.9			
T	36.015952752	-79.247007684	201.5			
T	36.230552877	-79.333502133	211.8			
T	36.374030198	-79.385426501	174.6			
T	36.412855297	-79.392940096	174.7			
T	36.267234048	-79.317120882	220.5			
T	36.109314209	-79.265181064	189.9			
T	36.046669001	-79.249812300	203.4			
T	36.027069528	-79.246874779	204.1			
T	36.089206987	-79.271743395	196.2			
T	36.212380797	-79.316949672	213.6			
T	36.258025065	-79.330364816	202.0			
T	36.279613109	-79.340491763	212.4			
T	36.236621757	-79.323632065	200.5			
T	36.112194153	-79.274811045	187.9			
T	36.046669857	-79.252984914	201.6			
T	36.013176927	-79.234442059	191.5			
T	36.063602676	-79.236883485	208.7			
T	36.188417908	-79.244935662	205.8			
T	36.221401974	-79.247830455	211.0			
T	36.288850569	-79.243719024	185.2			
T	36.264123702	-79.224084551	164.7			
T	36.144173097	-79.174193940	187.9			
T	36.074905882	-79.160114158	193.8			
T	36.052237822	-79.154453647	188.8			
T	36.021435515	-79.149123614	210.9			
T	36.066389739	-79.166747080	175.3			
T	36.191403885	-79.208905984	215.7			
T	36.380534555	-79.276636605	175.5			
T	36.452456852	-79.307340591	159.8			
T	36.469083990	-79.314288073	146.4			
T	36.409718435	-79.283330906	158.2			
T	36.188425347	-79.182802713	211.9			
T	36.077732201	-79.140862839	183.3			
T	36.010303462	-79.114864714	188.6			
T	35.985522149	-79.103346469	155.0			
T	36.021380611	-79.104947553	202.8			
T	36.103482497	-79.120697768	209.5			
T	36.200342620	-79.136603506	212.8			
T	36.224425551	-79.139058096	213.8			
T	36.276471001	-79.140602002	201.8			
